"list_no","name","age","nominate_party","member_party","occupation","residence","abs_votes","pct_votes","rank","mandate","party","region"
"4","Nešpor Jiří  Ing.","56","STAN","STAN","starosta","Zádub-Závišín","183","3,43","-","4","TOP 09 a Starostové pro Karlovarský kraj","Karlovarský kraj"
"17","Novotný Libor  Mgr.","34","TOP 09","TOP 09","zastupitel města, učitel","Chodov","43","0,80","-","14","TOP 09 a Starostové pro Karlovarský kraj","Karlovarský kraj"
"46","Otradovcová Jitka","49","STAN","BEZPP","soukromý zemědělec","Zádub-Závišín","60","1,12","-","42","TOP 09 a Starostové pro Karlovarský kraj","Karlovarský kraj"
"5","Padevěd Vítězslav  RNDr.","54","TOP 09","TOP 09","člen zastupitelstva,živnostník","Velká Hleďsebe","141","2,64","-","5","TOP 09 a Starostové pro Karlovarský kraj","Karlovarský kraj"
"36","Petr Martin","37","STAN","KOA","symfonik KSO","Karlovy Vary","52","0,97","-","32","TOP 09 a Starostové pro Karlovarský kraj","Karlovarský kraj"
"29","Pich Radek","46","TOP 09","TOP 09","ředitel příspěvkové organizace","Mariánské Lázně","43","0,80","-","25","TOP 09 a Starostové pro Karlovarský kraj","Karlovarský kraj"
"20","Pokorná Jitka","49","STAN","BEZPP","starostka, zdravotní sestra","Nová Role","158","2,96","-","17","TOP 09 a Starostové pro Karlovarský kraj","Karlovarský kraj"
"28","Růžička Jaroslav  RNDr.","50","STAN","BEZPP","nám. primátora, ekolog","Karlovy Vary","273","5,12","-","3","TOP 09 a Starostové pro Karlovarský kraj","Karlovarský kraj"
"24","Ryba Jan","45","STAN","BEZPP","starosta","Poustka","59","1,10","-","21","TOP 09 a Starostové pro Karlovarský kraj","Karlovarský kraj"
"7","Schaller Petr","39","TOP 09","TOP 09","starosta,fotbalový trenér","Plesná","189","3,54","-","6","TOP 09 a Starostové pro Karlovarský kraj","Karlovarský kraj"
"14","Slavík Václav  Mgr. Bc.","38","STAN","BEZPP","starosta","Žlutice","101","1,89","-","12","TOP 09 a Starostové pro Karlovarský kraj","Karlovarský kraj"
"38","Stropek Miroslav","51","STAN","STAN","starosta","Bukovany","24","0,45","-","34","TOP 09 a Starostové pro Karlovarský kraj","Karlovarský kraj"
"43","Šembera Libor  Ing.","48","TOP 09","TOP 09","člen rady města, vydavatel","Karlovy Vary","96","1,80","-","39","TOP 09 a Starostové pro Karlovarský kraj","Karlovarský kraj"
"8","Telínová Kateřina  Mgr.","54","STAN","STAN","starostka","Svatava","121","2,27","-","7","TOP 09 a Starostové pro Karlovarský kraj","Karlovarský kraj"
"11","Toth Aleš  Bc.","28","TOP 09","TOP 09","zastupitel obce, učitel,lektor","Stříbrná","51","0,95","-","10","TOP 09 a Starostové pro Karlovarský kraj","Karlovarský kraj"
"19","Toufar Michal  Ing.","40","TOP 09","TOP 09","finanční ředitel láz. zařízení","Karlovy Vary","233","4,37","-","16","TOP 09 a Starostové pro Karlovarský kraj","Karlovarský kraj"
"31","Vaculík Pavel","61","TOP 09","TOP 09","zastupitel obce","Stráž nad Ohří","15","0,28","-","27","TOP 09 a Starostové pro Karlovarský kraj","Karlovarský kraj"
"25","Vondráček Stanislav  Ing.","70","TOP 09","TOP 09","živnostník, ekonom","Karlovy Vary","16","0,30","-","22","TOP 09 a Starostové pro Karlovarský kraj","Karlovarský kraj"
"44","Vukliševičová Zdena  Mgr.","49","STAN","BEZPP","ředitelka Domova mládeže","Karlovy Vary","31","0,58","-","40","TOP 09 a Starostové pro Karlovarský kraj","Karlovarský kraj"
"2","Zahradníček Petr  Mgr.","48","TOP 09","TOP 09","místostarosta, publicista","Loket","477","8,95","*","4","TOP 09 a Starostové pro Karlovarský kraj","Karlovarský kraj"
"34","Zítková Marie  Ing.","58","STAN","BEZPP","daňová poradkyně","Valy","36","0,67","-","30","TOP 09 a Starostové pro Karlovarský kraj","Karlovarský kraj"
"1","Bělobrádek Pavel  MVDr. Ph.D.","35","KDU-ČSL","KDU-ČSL","veterin. lékař, předs. KDU-ČSL","Náchod","3 525","17,87","*","1","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"43","Čepelková Veronika  Mgr.","31","KDU-ČSL","BEZPP","ved. diecéz. centra pro sen.","Týniště nad Orlicí","527","2,67","-","36","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"45","Derner Václav  RNDr.","54","KDU-ČSL","KDU-ČSL","ředitel Filharmonie","Třebechovice pod Orebem","732","3,71","-","38","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"4","Derner Vladimír  Ing.","56","KDU-ČSL","KDU-ČSL","náměstek hejtmana","Třebechovice pod Orebem","3 148","15,96","*","2","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"35","Draštíková Dana","53","VPM","BEZPP","starostka Smidar","Smidary","275","1,39","-","28","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"17","Dušková Milena  JUDr.","53","VPM","VPM","advokátka","Vrchlabí","222","1,12","-","11","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"46","Fiala Oldřich  MUDr. CSc.","57","VPM","BEZPP","chirurg, ortoped","Vysoká nad Labem","352","1,78","-","39","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"11","Fink Zdeněk  MUDr.","57","KDU-ČSL","BEZPP","primátor Hradce Králové za HDK","Hradec Králové","3 133","15,88","*","3","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"25","Hable Petr","49","VPM","BEZPP","starosta Nového Města n. M.","Nové Město nad Metují","791","4,01","-","18","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"37","Hamáček Petr  Mgr.","34","KDU-ČSL","BEZPP","1. místostarosta Jičína","Jičín","194","0,98","-","30","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"48","Havrda Miroslav  MUDr.","48","VPM","BEZPP","neurolog, podiatr","Hradec Králové","272","1,37","-","41","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"7","Hendrych Tomáš  Mgr.","53","VPM","VPM","místostarosta Trutnova","Trutnov","481","2,43","-","4","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"19","Hrabálek Alexandr  Prof. PharmDr. CSc.","56","VPM","BEZPP","děkan FF UK HK","Hradec Králové","720","3,65","-","13","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"27","Hulman Vladimír  Ing.","59","VPM","BEZPP","předs. Sdruž. pro reg. rozvoj","Rychnov nad Kněžnou","110","0,55","-","20","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"12","Janoušek Jan  Ing.","33","KDU-ČSL","KDU-ČSL","projektant dopravních staveb","Jičín","319","1,61","-","7","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"40","Javůrek Stanislav  Ing.","55","KDU-ČSL","KDU-ČSL","starosta Černilova","Černilov","238","1,20","-","33","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"49","Kejzlarová Jana  RNDr.","58","KDU-ČSL","KDU-ČSL","farmaceutka","Trutnov","302","1,53","-","42","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"8","Klíma Karel  Bc.","55","KDU-ČSL","KDU-ČSL","starosta Hostinného","Hostinné","895","4,53","-","5","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"10","Kraus Pavel","60","VPM","BEZPP","technik","Dvůr Králové nad Labem","231","1,17","-","6","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"30","Krofta Jakub  Mgr.","41","VPM","BEZPP","režisér","Hradec Králové","459","2,32","-","23","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"2","Kubát Petr  Ing.","52","KDU-ČSL","BEZPP","stavební koordinátor projektu","Praskačka","823","4,17","-","1","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"18","Limburský Martin  MUDr.","55","KDU-ČSL","BEZPP","ředitel nemocnice","Trutnov","575","2,91","-","12","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"3","Ludvík Václav  Ing.","65","VPM","BEZPP","pracovník výzkumného ústavu","Hradec Králové","942","4,77","-","2","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"16","Maclová Anna  Ing.","52","KDU-ČSL","BEZPP","náměstkyně primátora","Hradec Králové","1 220","6,18","*","6","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"22","Mědílek Petr","63","KDU-ČSL","BEZPP","starosta Červeného Kostelce","Červený Kostelec","692","3,50","-","15","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"31","Mertlík Pavel  PhDr.","60","VPM","BEZPP","vedoucí odd. kultury KÚ","Jaroměř","229","1,16","-","24","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"50","Novotný Antonín","68","KDU-ČSL","KDU-ČSL","starosta","Podbřezí","336","1,70","-","43","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"6","Orel Bohumil  Mgr.","67","VPM","BEZPP","místostarosta Nového Bydžova","Nový Bydžov","850","4,31","-","3","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"34","Pátková Vladimíra","53","KDU-ČSL","BEZPP","starostka Batňovic","Batňovice","180","0,91","-","27","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"42","Pavlis Jan","46","VPM","BEZPP","živnostník","Dvůr Králové nad Labem","85","0,43","-","35","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"44","Pirner Jiří  Ing.","59","VPM","BEZPP","ředitel Botanické zahrady","Hradec Králové","269","1,36","-","37","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"26","Půža Miroslav  Mgr.","33","VPM","BEZPP","vysokoškolský pedagog","Hradec Králové","396","2,00","-","19","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"15","Richtermocová Hana  Mgr.","61","VPM","BEZPP","ředitelka školy","Hořice","253","1,28","-","10","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"24","Řehák Luboš","44","KDU-ČSL","BEZPP","starosta obce Val","Val","448","2,27","-","17","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"32","Skokan Petr  Mgr.","45","VPM","BEZPP","ředitel gymnázia","Trutnov","396","2,00","-","25","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"14","Skřítecká Ivana  Ing.","44","VPM","BEZPP","sociální pracovnice","Rychnov nad Kněžnou","330","1,67","-","9","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"29","Smolík Milan  Mgr.","59","VPM","BEZPP","ředitel školy","Jičín","184","0,93","-","22","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"38","Sova Jiří  PharmDr.","52","VPM","BEZPP","odborný ředitel","Hradec Králové","194","0,98","-","31","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"36","Springer Vladimír  Mgr.","67","VPM","BEZPP","pedagog ve výslužbě","Hradec Králové","397","2,01","-","29","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"13","Stejskal Jiří  RNDr.","51","KDU-ČSL","KDU-ČSL","ředitel diecézní charity","Dobruška","787","3,99","-","8","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"33","Škorpil Ladislav","67","VPM","BEZPP","fotbalový trenér","Hradec Králové","764","3,87","-","26","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"28","Tlášek Stanislav","62","KDU-ČSL","BEZPP","starosta Sobotky","Sobotka","88","0,44","-","21","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"39","Trejbal Jaroslav","38","VPM","BEZPP","starosta Hlušic","Hlušice","244","1,23","-","32","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"5","Uchytil Miroslav  Ing.","54","KDU-ČSL","KDU-ČSL","starosta Chlumce nad Cidlinou","Chlumec nad Cidlinou","2 372","12,02","*","4","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"47","Ulrich Pavel","46","KDU-ČSL","KDU-ČSL","ředitel technických služeb","Kvasiny","123","0,62","-","40","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"41","Vácha Jaroslav  Ing.","57","VPM","BEZPP","ředitel výzkumného ústavu","Hořice","146","0,74","-","34","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"9","Veselý Jiří  MUDr.","43","KDU-ČSL","KDU-ČSL","primář","Broumov","1 401","7,10","*","5","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"20","Vodochodský Ivan","49","VPM","BEZPP","kuchař, herec, moderátor","Hradec Králové","995","5,04","*","7","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"21","Vojáček Jiří  Mgr.","46","KDU-ČSL","BEZPP","ředitel biskupského gymnázia","Hradec Králové","828","4,19","-","14","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"23","Zahradník Zdeněk  PhDr.","57","VPM","BEZPP","historik","Dobruška","501","2,54","-","16","Koalice pro Královéhradecký kraj - KDU-ČSL - HDK - VPM","Královéhradecký kraj"
"2","Bartoš Martin","44","Suveren.","BEZPP","podnikatel","Příbram","209","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"50","Bendl Eduard","51","SBB","BEZPP","umělecký kovář","Třebusice","34","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"40","Beneš Stanislav","50","SBB","BEZPP","manažer prodeje","Kralupy nad Vltavou","24","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"35","Bilinová Hana","39","Suveren.","BEZPP","OSVČ","Vrdy","10","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"37","Burian Jaroslav  Ing.","49","Suveren.","BEZPP","projektový manažer","Dubenec","21","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"53","Cihlářová Slavěna","59","Suveren.","BEZPP","účetní","Velký Osek","19","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"20","Čepelák Ladislav","75","SBB","SBB","projektant","Slaný","26","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"51","Červená Jana","33","Suveren.","BEZPP","OSVČ","Mukařov","13","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"61","Čížek Jan","25","Suveren.","BEZPP","univerzální obráběč kovů","Mladá Boleslav","35","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"28","Ďatko Peter","39","SBB","SBB","živnostník","Kutná Hora","55","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"29","Dlabová Michaela","28","Suveren.","BEZPP","zdrav. sestra na mateř. dov.","Nymburk","66","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"58","Dudla Michal","57","SBB","BEZPP","živnostník","Kutná Hora","62","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"60","Duha Radek","34","SBB","BEZPP","seřizovač strojů","Neratovice","21","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"62","Dušek Daniel","29","SBB","SBB","podnikatel","Velké Popovice","14","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"59","Fialová Nikola","22","Suveren.","BEZPP","OSVČ","Běrunice","19","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"47","Follprechtová Jana","40","Suveren.","BEZPP","optička","Nové Strašecí","29","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"9","Fousková Andrea  Ing.","40","Suveren.","BEZPP","ekonom","Vlašim","127","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"23","Francová Eliška","41","Suveren.","BEZPP","živnostník","Kladno","41","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"11","Hájková Zuzana  Mgr.","48","Suveren.","BEZPP","lékárnice","Týnec nad Labem","112","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"16","Havlová Pavla  Mgr.","33","SBB","BEZPP","ředitelka školy","Slaný","96","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"8","Havránek Pavel","37","SBB","SBB","IT konzultant","Ptice","48","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"42","Hejná Jarmila","37","SBB","BEZPP","dámská krejčová","Uhlířské Janovice","39","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"41","Hladíková Petra","37","Suveren.","BEZPP","geodet","Tmaň","33","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"43","Hladká Ivana","47","Suveren.","BEZPP","OSVČ","Králův Dvůr","16","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"15","Hoffmannová Gabriela","40","Suveren.","BEZPP","účetní","Beroun","51","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"13","Houštěková Eva","43","Suveren.","BEZPP","živnostník","Benešov","44","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"48","Hromasová Silvie","26","SBB","BEZPP","ošetřovatelka zvířat","Křesetice","51","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"70","Husáková Ivana","49","SBB","BEZPP","invalidní důchodkyně","Železná","14","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"38","Husáková Petra","28","SBB","BEZPP","zdravotní sestra","Železná","48","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"67","Chvátalová Vendula","22","Suveren.","BEZPP","účetní","Obříství","5","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"63","Janků Jarmila","48","Suveren.","BEZPP","živnostník - hostinská","Žďár","19","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"5","Janů Jiří  Ing.","58","Suveren.","Suveren.","ředitel stř. odb. učiliště","Kosova Hora","128","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"65","Jiráková Renata","39","Suveren.","BEZPP","obchodní manažerka","Čelákovice","9","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"24","Jordanov Štěpán  Ing.","60","SBB","BEZPP","podnikatel","Zdiby","8","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"10","Jurišta Antonín  MUDr.","54","SBB","BEZPP","lékař","Smečno","59","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"44","Kapek Antonín","54","SBB","BEZPP","živnostník","Černíny","40","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"30","Kapicová Zdeňka","47","SBB","BEZPP","vedoucí chráněné dílny","Dolní Břežany","78","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"33","Kozák Jaroslav","66","Suveren.","BEZPP","důchodce","Mladá Boleslav","29","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"39","Křepelková Michaela","25","Suveren.","BEZPP","živnostník","Beroun","26","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"32","Kubálek Petr","49","SBB","BEZPP","řidič autobusu","Zruč nad Sázavou","60","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"52","Kulhánková Eva","44","SBB","SBB","platnéřka","Hostivice","13","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"69","Kuncová Gabriela","36","Suveren.","BEZPP","poštovní doručovatelka","Žehuň","12","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"6","Kvapil Luděk","64","SBB","BEZPP","starosta","Kmetiněves","138","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"7","Latislav Vladislav  Ing.","48","Suveren.","BEZPP","ředitel firmy","Kutná Hora","180","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"64","Marxová Helena","64","SBB","BEZPP","důchodkyně","Kladno","5","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"66","Medonos František","33","SBB","BEZPP","produkční","Brandýs nad Labem-Stará Boleslav","7","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"4","Michal Martin","53","SBB","BEZPP","producent a manažer","Řitka","83","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"49","Nováková Jana","40","Suveren.","BEZPP","optometristka","Hředle","12","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"22","Nusl Vít","49","SBB","SBB","obchodní zástupce","Bohutín","23","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"46","Nuslová Dagmar","26","SBB","SBB","učitelka mateřské školy","Bohutín","42","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"18","Patera Eduard","48","SBB","SBB","automobilový jezdec","Kosoř","22","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"36","Pávek Pavel","61","SBB","BEZPP","novinář","Kostelec nad Černými Lesy","32","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"17","Pivoňka Václav","60","Suveren.","BEZPP","kovář","Kšely","37","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"54","Plíva Tomáš","24","SBB","SBB","řidič kamionu","Bohutín","19","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"57","Poláčková Jaroslava","32","Suveren.","BEZPP","cukrářka","Městec Králové","37","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"14","Pomma Václav  Ing.","51","SBB","SBB","středoškolský učitel","Hořovice","62","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"25","Pužmanová Hana","52","Suveren.","BEZPP","živnostník","Rakovník","51","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"3","Somberg Jiří  MUDr.","51","Suveren.","BEZPP","lékař - chirurg","Kosmonosy","343","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"34","Sosnovec Lukáš","24","SBB","BEZPP","ředitel farmy","Chabeřice","39","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"56","Svobodová Vilma","63","SBB","BEZPP","důchodkyně","Beroun","22","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"31","Šulcová Jarmila","55","Suveren.","BEZPP","prodavačka","Mělník","37","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"55","Švarcbachová Marcela","41","Suveren.","BEZPP","živnostník","Lány","20","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"68","Viktorová Monika","35","SBB","SBB","prodavačka","Kutná Hora","29","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"27","Vlková Alena","54","Suveren.","BEZPP","živnostník","Kolín","32","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"26","Vokřál Drahoslav  Ing.","57","SBB","BEZPP","živnostník","Kolín","24","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"19","Zahradníková Michaela","22","Suveren.","BEZPP","modelka","Mladá Boleslav","36","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"45","Zemková Renata","37","Suveren.","BEZPP","elektrotechnik","Stochov","30","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"21","Zub Jiří","60","Suveren.","BEZPP","živnostník","Lysá nad Labem","22","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"1","Zubová Olga  PhDr.","53","SBB","SBB","ředitelka galerie","Kutná Hora","446","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
"12","Žmolil Dušan","40","SBB","BEZPP","starosta","Týnec nad Labem","88","0,00",NA,NA,"SUVERENITA - blok Jany Bobošíkové, Strana zdravého rozumu","Středočeský kraj"
