"list_no","name","age","nominate_party","member_party","occupation","residence","abs_votes","pct_votes","rank","mandate","party","region"
"40","Kolínská Ivana","45","OMMO","BEZPP","nezaměstnaná","Lom","18","0,00",NA,NA,"""Občané městu, město občanům""","Ústecký kraj"
"31","Kraft Vítězslav","49","OMMO","BEZPP","obráběč kovů","Litvínov","12","0,00",NA,NA,"""Občané městu, město občanům""","Ústecký kraj"
"37","Kraftová Kristina","48","OMMO","BEZPP","prodavačka","Litvínov","7","0,00",NA,NA,"""Občané městu, město občanům""","Ústecký kraj"
"17","Kubrová Žaneta","34","OMMO","BEZPP","asistent pedagoga","Varnsdorf","51","0,00",NA,NA,"""Občané městu, město občanům""","Ústecký kraj"
"35","Lutz Karel","23","OMMO","BEZPP","truhlář","Most","11","0,00",NA,NA,"""Občané městu, město občanům""","Ústecký kraj"
"19","Mudroch Karel","52","OMMO","BEZPP","živnostník","Most","24","0,00",NA,NA,"""Občané městu, město občanům""","Ústecký kraj"
"15","Nováková Jana  Bc.","40","OMMO","OMMO","pracovnice na přepážce ČP","Varnsdorf","48","0,00",NA,NA,"""Občané městu, město občanům""","Ústecký kraj"
"13","Pizur Josef  Ing.","54","OMMO","BEZPP","živnostník","Varnsdorf","100","0,00",NA,NA,"""Občané městu, město občanům""","Ústecký kraj"
"18","Plecitý Petr","32","OMMO","BEZPP","skladník","Litvínov","13","0,00",NA,NA,"""Občané městu, město občanům""","Ústecký kraj"
"14","Plzák Ivo","45","OMMO","BEZPP","technolog energií","Litvínov","38","0,00",NA,NA,"""Občané městu, město občanům""","Ústecký kraj"
"7","Polanský Petr","38","OMMO","BEZPP","státní zaměstnanec","Most","23","0,00",NA,NA,"""Občané městu, město občanům""","Ústecký kraj"
"12","Rubeš Stanislav","46","OMMO","BEZPP","valcíř kovů","Chomutov","24","0,00",NA,NA,"""Občané městu, město občanům""","Ústecký kraj"
"38","Solnař Josef","64","OMMO","BEZPP","důchodce","Lom","9","0,00",NA,NA,"""Občané městu, město občanům""","Ústecký kraj"
"33","Solnařová Helena","18","OMMO","BEZPP","studentka","Lom","24","0,00",NA,NA,"""Občané městu, město občanům""","Ústecký kraj"
"42","Solnařová Helena","62","OMMO","BEZPP","důchodkyně","Lom","13","0,00",NA,NA,"""Občané městu, město občanům""","Ústecký kraj"
"11","Svoboda Miloslav","41","OMMO","BEZPP","elektroúdržbář","Most","21","0,00",NA,NA,"""Občané městu, město občanům""","Ústecký kraj"
"3","Svobodová Hana  Mgr. Ph.D.","44","OMMO","OMMO","konzultantka","Most","56","0,00",NA,NA,"""Občané městu, město občanům""","Ústecký kraj"
"22","Tichá Jitka","53","OMMO","OMMO","pedagog","Lom","14","0,00",NA,NA,"""Občané městu, město občanům""","Ústecký kraj"
"20","Tušerová Blanka","49","OMMO","BEZPP","fotografka","Teplice","25","0,00",NA,NA,"""Občané městu, město občanům""","Ústecký kraj"
"2","Vaňáč Pavel","43","OMMO","OMMO","technik","Varnsdorf","93","0,00",NA,NA,"""Občané městu, město občanům""","Ústecký kraj"
"5","Vaněk Leoš","47","OMMO","OMMO","živnostník","Most","34","0,00",NA,NA,"""Občané městu, město občanům""","Ústecký kraj"
"39","Vaňo Karel","37","OMMO","OMMO","masér","Lom","17","0,00",NA,NA,"""Občané městu, město občanům""","Ústecký kraj"
"4","Zahradník Josef","27","OMMO","KSČM","operátor výroby","Výškov","36","0,00",NA,NA,"""Občané městu, město občanům""","Ústecký kraj"
"6","Adam Milan  Ing.","59","SBB","SBB","báňský inženýr","Prostějov","57","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"43","Bartoněk František","53","SBB","SOS","soukromý podnikatel","Šumvald","9","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"25","Baštan Zdeněk","28","SBB","SBB","student VUT","Hranice","42","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"60","Bereza Rudolf","70","SBB","SOS","důchodce","Hlubočky","18","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"47","Bořuta Rostislav  Ing.","30","SDŽ","SDŽ","vedoucí oddělení IT","Olomouc","20","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"38","Cenkl Zbyněk","38","SBB","SBB","zastupitel a úředník obce","Bohuňovice","80","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"2","Čehovská Eva  MUDr.","42","SBB","SBB","vedoucí pracovník KHS","Vrbátky","172","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"20","Dušek Antonín  Mgr.","71","SBB","BEZPP","emeritní ředitel školy","Prostějov","36","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"59","Ferenc Bohumil","45","SBB","SBB","živnostník","Olomouc","45","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"46","Foukalová Vladimíra  Mgr.","41","SBB","SBB","zdravotní sestra","Olomouc","21","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"10","Handlová Eleonora  Ing.","45","SBB","SBB","středoškolská učitelka","Olomouc","33","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"41","Hanzlová Irena","57","SBB","BEZPP","zdravotní sestra","Přerov","42","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"57","Chytil Aleš","27","SBB","SBB","soukromý podnikatel","Přerov","6","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"29","Chytilová Michaela  Mgr.","38","SBB","SBB","patent. zástup., soud. znalec","Pěnčín","33","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"19","Ječmínek Miroslav","57","SBB","SBB","učitel odborných předmětů","Olomouc","30","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"21","Jochmannová Zuzana","35","SBB","BEZPP","starostka obce","Kobylá nad Vidnavkou","60","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"15","Jura Jiří","44","SBB","BEZPP","zastupitel města a zahradník","Javorník","59","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"32","Juřena Rudolf  Ing.","63","SBB","SBB","bezpečnostní technik","Věrovany","30","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"18","Kamínek Vladimír","55","SBB","BEZPP","starosta obce","Střeň","42","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"14","Kapplová Olga  JUDr. Ph.D.","62","SBB","BEZPP","právník","Olomouc","36","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"27","Kazár Jan  Bc.","54","SBB","BEZPP","manažer","Jeseník","33","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"13","Kobza Bronislav","49","SBB","SBB","živnostník","Bludov","35","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"16","Koch Jiří  Ing.","42","SBB","SBB","vysokoškolský učitel","Olšany u Prostějova","48","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"5","Kopa Václav  PhDr.","56","SBB","BEZPP","sociální pracovník","Šumperk","115","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"35","Kopecká Iveta","40","SBB","BEZPP","zastupitelka obce Jindřichov","Jindřichov","41","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"53","Krajčovič Jozef","67","SBB","BEZPP","zastupitel obce Hlubočky","Hlubočky","34","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"51","Krejčíková Blanka","42","SBB","BEZPP","zdravotní sestra","Dolany","50","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"50","Malík Michal  Ing.","26","SBB","BEZPP","potravinářský inženýr","Olomouc","20","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"4","Matějková Soňa  Mgr.","31","SBB","SBB","speciální pedagog","Olomouc","225","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"24","Mazák Libor  Ing.","70","SBB","BEZPP","strojní inženýr","Olomouc","16","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"34","Mikota Luděk  Mgr.","46","SBB","SBB","vedoucí prac. kolektivu","Příkazy","19","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"36","Mraček Antonín","61","SBB","BEZPP","soukromý podnikatel","Olomouc","46","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"23","Mucha Michal  Mgr.","44","SBB","BEZPP","ředitel agentury","Prostějov","98","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"33","Navrátil Ladislav  Ing.","51","SBB","BEZPP","soukromý podnikatel","Brodek u Přerova","22","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"17","Novotná Mária  Ing.","46","SBB","BEZPP","středoškolská učitelka","Mohelnice","43","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"37","Ovečková Alena","57","SBB","SBB","majitelka módního studia","Olomouc","35","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"55","Pavlíková Jana   DiS.","27","SDŽ","BEZPP","účetní","Olomouc","6","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"11","Pechová Ilona  Mgr.","45","SBB","BEZPP","učitelka na gymnáziu","Loučany","40","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"42","Pilatíková Alice  Mgr.","25","SBB","BEZPP","politoložka","Olomouc","24","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"22","Pospíšil Martin","21","SBB","SBB","student diskrétní matematiky","Velký Týnec","35","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"8","Procházková Libuše  Mgr.","44","SBB","BEZPP","učitelka na gymnáziu","Lipník nad Bečvou","78","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"12","Prstková Anna  Mgr.","60","SBB","SOS","školní inspektorka","Hlubočky","80","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"45","Přasličková Dana","57","SBB","SOS","ředitelka mateřské školy","Olomouc","34","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"48","Rulíšek Patrik","21","SBB","SBB","student medicíny","Velká Bystřice","37","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"1","Rytíř Jan  JUDr. Ph.D.","44","SBB","SBB","právník neziskové org.","Olomouc","651","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"3","Řihošek Vít","46","SBB","SOS","investigativní novinář","Přerov","164","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"40","Sedláčková Marta  Mgr.","42","SBB","SBB","vychovatel v ústavu soc. péče","Příkazy","47","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"26","Skokanová Ivana","46","SBB","BEZPP","redaktorka","Olomouc","51","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"58","Snášel Pavel","36","SBB","SBB","technik kvality","Prostějov","5","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"56","Sova Petr","40","SBB","SBB","hudebník a řemeslník","Samotišky","8","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"9","Spilka Miroslav","51","SBB","SBB","hudebník a živnostník","Olomouc","175","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"44","Suchý Vlastimil  Ing.","47","SBB","BEZPP","bezpečnostní technik","Radíkov","12","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"54","Tvaróg Petr","43","SBB","SBB","IT specialista","Přerov","8","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"28","Vitásková Denisa","25","SDŽ","BEZPP","studentka medicíny","Lutín","77","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"49","Vondráčková Jitka  Bc.","60","SBB","SBB","kontrolorka živnost. úřadu","Olomouc","10","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"7","Xinopulosová Julie  JUDr.","53","SBB","BEZPP","advokátka","Olomouc","89","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"31","Zatloukal Luděk  Mgr.","47","SBB","SBB","psycholog","Tršice","50","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"39","Zendulková Kateřina","49","SBB","BEZPP","fyzioterapeutka","Olomouc","25","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"30","Žáková Daniela","38","SBB","SBB","účetní","Olomouc","18","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"52","Žouželková Jana","20","SBB","SBB","servírka","Stražisko","14","0,00",NA,NA,"SUVERENITA - Blok Jany Bobošíkové - ZMĚNA PRO OLOMOUCKÝ KRAJ","Olomoucký kraj"
"24","Bocková Jitka","49","SN","BEZPP","starostka obce","Dřínov","153","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
"9","Bohuněk Jan","37","SN","BEZPP","starosta obce","Horoušany","170","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
"68","Cikánová Tamara","33","SN","BEZPP","účetní na mateřské dovolené","Všetaty","27","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
"4","Čihák Karel","52","SN","BEZPP","učitel hudby, zastupitel města","Dobříš","382","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
"60","Čížková Renata  Mgr.","41","SN","BEZPP","učitelka ZŠ, zastupitelka obce","Černuc","109","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
"58","Drábková Alena","56","SN","BEZPP","místostarostka obce","Krňany","82","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
"46","Dubravská Iva  Mgr.","46","SN","BEZPP","ředitelka ZŠ, zastupitel.města","Libušín","143","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
"6","Eichler Vladimír  Ing.","48","SN","BEZPP","starosta města","Libušín","252","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
"63","Eichlerová Zdenka  Ing.","46","SN","BEZPP","státní zaměstnanec","Libušín","34","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
"51","Franc Ivan  Ing.","48","SN","BEZPP","projektant, zastupitel obce","Tuklaty","69","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
"39","Grygarová Lenka  Mgr. Bc.","44","SN","BEZPP","státní zaměst., zastup. města","Čelákovice","111","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
"37","Günter Jaroslav  Ing.","52","SN","BEZPP","vědecký pracovník, zastup.obce","Pavlov","57","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
"53","Hájková Milena","67","SN","BEZPP","starostka obce","Hřebeč","57","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
"49","Havel Jaroslav","34","SN","BEZPP","živnostník, místostarosta obce","Dobročovice","64","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
"34","Holakovský Pavel","34","SN","BEZPP","technik, místostarosta obce","Hulice","60","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
"2","Houdková Jaroslava","48","SN","BEZPP","starostka obce","Běštín","301","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
"41","Hrdlička David","37","SN","BEZPP","starosta obce","Úžice","124","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
"23","Hrkal Rudolf","57","SN","BEZPP","operátor ve výrobě, místostar.","Hudlice","104","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
"1","Hůla Petr  Ing. Ph.D.","37","SN","BEZPP","odborný poradce, zastup. města","Milovice","441","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
"62","Jakeš Jiří","48","SN","BEZPP","soukromý podnikatel","Třebichovice","30","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
"31","Janča Antonín  Ing.","69","SN","BEZPP","starosta obce","Malíkovice","70","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
"28","Jeník Jiří","49","SN","BEZPP","místostarosta města","Sadská","88","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
"20","Jenšovský Petr","65","SN","BEZPP","starosta obce","Tuklaty","140","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
"52","Kadrlová Renata  Mgr.","46","SN","BEZPP","lékárnice","Kladno","112","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
"67","Kaplan Robert  Ing.","42","SN","BEZPP","oblastní manažer","Čerčany","36","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
"21","Kašpar Ivan  Ing.","65","SN","BEZPP","starosta obce","Veltruby","191","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
"8","Kořista Jan  Mgr.","32","SN","BEZPP","překladatel, zastupitel města","Lysá nad Labem","240","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
"25","Kozel Josef","55","SN","BEZPP","starosta obce","Pavlov","65","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
"70","Krausová Vlasta","69","SN","BEZPP","důchodce","Všejany","18","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
"5","Lid Miroslav  Dr.","63","SN","BEZPP","psycholog, krajský zastupitel","Neratovice","162","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
"48","Lukeš Martin","34","SN","BEZPP","referent zaměstnanosti","Vlašim","97","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
"13","Machovská Věra  Ing.","52","SN","BEZPP","manažerka, zastupitelka obce","Braškov","124","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
"11","Nedvědová Jana  Ing.","65","SN","BEZPP","starostka obce","Dolany","170","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
"45","Němeček František","64","SN","BEZPP","starosta obce","Zdětín","47","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
"18","Němeček Ladislav","51","SN","BEZPP","místostarosta města","Klecany","161","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
"3","Nová Edita","57","SN","BEZPP","starostka městyse","Brodce","280","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
"22","Oborníková Pavla  Mgr.","40","SN","BEZPP","státní zam., zastupitelka obce","Zdiby","151","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
"57","Páv František","52","SN","BEZPP","starosta obce","Popovice","176","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
"33","Pažout Václav  Ing.","45","SN","BEZPP","staveb. technik, starosta obce","Vrátkov","114","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
"65","Pažoutová Marie","67","SN","BEZPP","důchodce","Nymburk","8","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
"64","Pěkný Jan","40","SN","BEZPP","OSVČ, hokej. trenér mládeže","Mrač","47","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
"26","Pohůnek Pavel","64","SN","BEZPP","starosta obce","Olbramovice","173","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
"19","Prchlík Roman","41","SN","BEZPP","IT administrátor, místost.obce","Luštěnice","142","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
"10","Richter Martin  Mgr.","40","SN","BEZPP","vedoucí STK, zastupitel obce","Čerčany","273","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
"15","Roztočil Vladimír","57","SN","BEZPP","starosta obce","Svinaře","230","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
"32","Ryšavá Jitka","42","SN","BEZPP","starostka obce","Řisuty","155","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
"42","Saran Josef   DiS.","38","SN","BEZPP","hasič","Milovice","119","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
"17","Slabá Janoutová Jana  Bc.","36","SN","BEZPP","učitelka ZŠ, zastupitelka obce","Miličín","318","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
"12","Slováček Marcel","27","SN","BEZPP","starosta obce","Dobročovice","220","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
"50","Sluková Jitka","48","SN","BEZPP","starostka obce","Čachovice","63","0,00",NA,NA,"""Sdružení nestraníků""","Středočeský kraj"
