"list_no","name","age","nominate_party","member_party","occupation","residence","abs_votes","pct_votes","rank","mandate","party","region"
"56","Hlavačka Petr  Mgr. ","33","KDU-ČSL","BEZPP","podnikatel","Přerov","200","0.49"," ","41","Čtyřkoalice","Olomoucký kraj"
"31","Horáček Evžen  Ing. ","41","US","US","podnikatel","Olomouc","212","0.52"," ","16","Čtyřkoalice","Olomoucký kraj"
"8","Horák Miroslav  Mgr. ","65","US","US","právník","Prostějov","1 239","3.05","*","9","Čtyřkoalice","Olomoucký kraj"
"30","Horák Pavel  Ing. ","36","KDU-ČSL","KDU-ČSL","náměstek primátora","Olomouc","2 410","5.94"," ","15","Čtyřkoalice","Olomoucký kraj"
"9","Horáková Marie  MUDr. ","53","KDU-ČSL","KDU-ČSL","ředitelka","Olomouc","4 896","12.06","*","2","Čtyřkoalice","Olomoucký kraj"
"57","Horník Antonín   ","47","KDU-ČSL","KDU-ČSL","strarosta","Hustopeče nad Bečvou","460","1.13"," ","42","Čtyřkoalice","Olomoucký kraj"
"12","Hošek Ivo  Ing. ","46","US","US","starosta obce","Bratrušov","609","1.50","*","12","Čtyřkoalice","Olomoucký kraj"
"48","Hošťálková Martina  Mgr. ","47","US","US","ředitelka MŠ","Prostějov","310","0.76"," ","33","Čtyřkoalice","Olomoucký kraj"
"13","Janík František   ","57","KDU-ČSL","KDU-ČSL","technik","Pivín","1 280","3.15","*","13","Čtyřkoalice","Olomoucký kraj"
"47","Jansová Ludmila  RNDr. ","54","KDU-ČSL","BEZPP","tajemník PF UP Ol.","Vincencov","273","0.67"," ","32","Čtyřkoalice","Olomoucký kraj"
"22","Ježík Josef  Ing. ","63","KDU-ČSL","KDU-ČSL","zástupce starosty","Hranice","1 123","2.76"," ","7","Čtyřkoalice","Olomoucký kraj"
"6","Juračka Vladimír  PhDr. ","51","US","US","ved .projektu MÚ","Hranice","1 757","4.33","*","7","Čtyřkoalice","Olomoucký kraj"
"26","Jurečková Růžena  Ing. ","51","KDU-ČSL","KDU-ČSL","soukromý zemědělec","Kokory","1 456","3.58"," ","11","Čtyřkoalice","Olomoucký kraj"
"40","Kaděrka Oto  Ing. ","37","US","US","podnikatel","Olomouc","297","0.73"," ","25","Čtyřkoalice","Olomoucký kraj"
"41","Kaprálová Jarmila  Ing. ","49","KDU-ČSL","BEZPP","starostka","Uničov","695","1.71"," ","26","Čtyřkoalice","Olomoucký kraj"
"51","Kellner Štěpán  Bc. ","22","KDU-ČSL","KDU-ČSL","asistent poslance","Olomouc","199","0.49"," ","36","Čtyřkoalice","Olomoucký kraj"
"10","Kočí Jiří  Ing. ","50","US","US","prov.náměstek řed.","Olomouc","624","1.53","*","10","Čtyřkoalice","Olomoucký kraj"
"19","Kohl Ivo  Mgr. ","36","DEU","DEU","soukromý podnikatel","Přerov","639","1.57"," ","4","Čtyřkoalice","Olomoucký kraj"
"32","Kopečný Václav  Ing. CSc.","54","KDU-ČSL","BEZPP","sam.zaměstnanec ÚmO","Prostějov","904","2.22"," ","17","Čtyřkoalice","Olomoucký kraj"
"44","Kratochvílová Milena  Ing. ","53","US","US","podnikatelka","Šumperk","168","0.41"," ","29","Čtyřkoalice","Olomoucký kraj"
"20","Kubíček František   ","50","KDU-ČSL","KDU-ČSL","starosta","Písařov","1 405","3.46"," ","5","Čtyřkoalice","Olomoucký kraj"
"36","Kubík Jan  Ing. ","42","KDU-ČSL","BEZPP","zaměstnanec MěÚ","Hradec-Nová Ves","224","0.55"," ","21","Čtyřkoalice","Olomoucký kraj"
"21","Kučera Miroslav   ","36","US","US","zástupce ředitele","Jeseník","464","1.14"," ","6","Čtyřkoalice","Olomoucký kraj"
"23","Kukulová Rudolfa  PaedDr. ","51","ODA","ODA","školní inpektorka","Šumperk","448","1.10"," ","8","Čtyřkoalice","Olomoucký kraj"
"43","Lakomý Zdeněk  Mgr. ","37","KDU-ČSL","KDU-ČSL","starosta","Velká Bystřice","620","1.52"," ","28","Čtyřkoalice","Olomoucký kraj"
"5","Liberdová Ludmila   ","41","KDU-ČSL","KDU-ČSL","okr.protidrog.koord.","Česká Ves","3 393","8.36","*","6","Čtyřkoalice","Olomoucký kraj"
"11","Mádr Rostislav   ","57","KDU-ČSL","KDU-ČSL","technik","Přerov","1 488","3.66","*","11","Čtyřkoalice","Olomoucký kraj"
"25","Magyar Gábor   ","32","US","US","podnikatel","Zábřeh","215","0.53"," ","10","Čtyřkoalice","Olomoucký kraj"
"17","Majoršinová Hana   ","54","US","US","vedoucí oddělení","Plumlov","553","1.36"," ","2","Čtyřkoalice","Olomoucký kraj"
"45","Mlčoch Zdeněk  Ing. ","33","KDU-ČSL","BEZPP","finanční řed.,ekonom","Konice","326","0.80"," ","30","Čtyřkoalice","Olomoucký kraj"
"24","Morávek Josef   ","61","DEU","DEU","technolog","Vikýřovice","290","0.71"," ","9","Čtyřkoalice","Olomoucký kraj"
"49","Myšák Jan  Ing. ","42","US","US","podnikatel","Olomouc","67","0.16"," ","34","Čtyřkoalice","Olomoucký kraj"
"58","Navara Zbyněk  MUDr. ","47","US","US","zubní lékař","Prostějov","444","1.09"," ","43","Čtyřkoalice","Olomoucký kraj"
"16","Pilát Miroslav  PaedDr. ","41","US","US","nám. primátora města","Olomouc","814","2.00"," ","1","Čtyřkoalice","Olomoucký kraj"
"27","Polách Pavel   ","42","DEU","DEU","soukromý podnikatel","Jeseník","296","0.72"," ","12","Čtyřkoalice","Olomoucký kraj"
"33","Pořízka Dušan  Ing. ","37","US","BEZPP","starosta obce","Jezernice","347","0.85"," ","18","Čtyřkoalice","Olomoucký kraj"
"29","Pospíšilová Věra   ","41","US","US","podnikatelka","Týn nad Bečvou","222","0.54"," ","14","Čtyřkoalice","Olomoucký kraj"
"14","Procházka Petr  Mgr. ","37","US","US","ředitel ZŠ","Mikulovice","820","2.02","*","14","Čtyřkoalice","Olomoucký kraj"
"53","Raška Pavel   ","44","KDU-ČSL","KDU-ČSL","technický náměstek","Troubky","315","0.77"," ","38","Čtyřkoalice","Olomoucký kraj"
"4","Seitlová Jitka  RNDr. ","46","ODA","ODA","senátorka","Lipník nad Bečvou","3 756","9.25","*","5","Čtyřkoalice","Olomoucký kraj"
"42","Sušeň Adolf   ","46","US","US","podnikatel","Plumlov","141","0.34"," ","27","Čtyřkoalice","Olomoucký kraj"
"54","Swigoňová Eva   ","40","US","US","ředitelka MŠ","Jeseník","129","0.31"," ","39","Čtyřkoalice","Olomoucký kraj"
"52","Šverdík Jan  Mgr. ","62","US","US","ředitel gymnázia","Prostějov","561","1.38"," ","37","Čtyřkoalice","Olomoucký kraj"
"34","Váhala Robert   ","47","KDU-ČSL","KDU-ČSL","soukromý podnikatel","Hustopeče nad Bečvou","1 126","2.77"," ","19","Čtyřkoalice","Olomoucký kraj"
"1","Válek Vladimír  Ing. ","51","US","US","ředitel Úřadu práce","Olomouc","2 504","6.17","*","3","Čtyřkoalice","Olomoucký kraj"
"37","Večerka Jaroslav   ","67","US","BEZPP","důchodce","Loštice","147","0.36"," ","22","Čtyřkoalice","Olomoucký kraj"
"15","Vondrka Josef   ","24","KDU-ČSL","KDU-ČSL","prodavač-elektro","Jeseník","809","1.99","*","15","Čtyřkoalice","Olomoucký kraj"
"50","Vudmaska Jaroslav  Mgr. ","54","US","US","ředitel ZŠ","Jeseník","154","0.37"," ","35","Čtyřkoalice","Olomoucký kraj"
"59","Vybíral Aleš   ","41","US","US","stavební technik","Olomouc","102","0.25"," ","44","Čtyřkoalice","Olomoucký kraj"
"7","Vykydal Ivo  Ing. ","36","KDU-ČSL","KDU-ČSL","místostarosta","Šumperk","3 956","9.75","*","8","Čtyřkoalice","Olomoucký kraj"
"39","Zítka Jaroslav  JUDr. ","48","KDU-ČSL","BEZPP","právník","Kojetín","444","1.09"," ","24","Čtyřkoalice","Olomoucký kraj"
"17","Benešík Ondřej   ","24","KDU-ČSL","KDU-ČSL","soukr. učitel angl.","Strání","1 572","3.04"," ","2","Čtyřkoalice","Zlínský kraj"
"34","Botek Pavel  Ing ","28","KDU-ČSL","KDU-ČSL","zástupce starosty","Ostrožská Nová Ves","1 126","2.17"," ","19","Čtyřkoalice","Zlínský kraj"
"6","Cvejnová Ester   ","46","US","US","kurátorka pro mládež","Vsetín","1 673","3.23","*","6","Čtyřkoalice","Zlínský kraj"
"36","Čoupek Jiří  PhDr. ","53","KDU-ČSL","BEZPP","řed. Okres. archivu","Uherské Hradiště","1 037","2.00"," ","21","Čtyřkoalice","Zlínský kraj"
"3","Čunek Jiří   ","41","KDU-ČSL","KDU-ČSL","starosta","Vsetín","6 287","12.16","*","1","Čtyřkoalice","Zlínský kraj"
"21","Daňhel Libor  Mgr. ","34","US","US","ředitel školy","Uherské Hradiště","789","1.52"," ","6","Čtyřkoalice","Zlínský kraj"
"28","Haloda Antonín  Ing. ","45","KDU-ČSL","KDU-ČSL","starosta","Zlechov","1 607","3.11"," ","13","Čtyřkoalice","Zlínský kraj"
"8","Hanačík Michal  Ing. ","31","US","US","tech. ek. zást. řed.","Kroměříž","1 070","2.07","*","8","Čtyřkoalice","Zlínský kraj"
"42","Honajzer Jiří  PhDr. Ph.D.","45","US","US","podnikatel","Zlín","315","0.60"," ","27","Čtyřkoalice","Zlínský kraj"
"7","Hovorka Ludvík  Ing. ","37","KDU-ČSL","KDU-ČSL","starosta","Šumice","3 633","7.03","*","7","Čtyřkoalice","Zlínský kraj"
"13","Hrabal František   ","58","US","US","starosta","Chropyně","839","1.62","*","13","Čtyřkoalice","Zlínský kraj"
"11","Hrnčiříková Marie   ","47","KDU-ČSL","KDU-ČSL","starostka","Štítná n.Vláří-Popov","3 151","6.09","*","11","Čtyřkoalice","Zlínský kraj"
"38","Chmelař Rudolf   ","43","US","BEZPP","soukr. podnikatel","Zlín","231","0.44"," ","23","Čtyřkoalice","Zlínský kraj"
"24","Janková Šárka  Mgr. ","32","KDU-ČSL","KDU-ČSL","ved.Ústavu pro post.","Bystřice p.Hostýnem","2 503","4.84"," ","9","Čtyřkoalice","Zlínský kraj"
"9","Jurčík Vojtěch   ","48","KDU-ČSL","KDU-ČSL","zástupce starosty","Holešov","1 688","3.26","*","9","Čtyřkoalice","Zlínský kraj"
"10","Kaňovský Dalibor   ","28","US","US","soukr. podnikatel","Uherské Hradiště","858","1.66","*","10","Čtyřkoalice","Zlínský kraj"
"4","Karola Jindřich  Ing. ","41","ODA","ODA","pracovník NKÚ","Zlín","1 157","2.23","*","4","Čtyřkoalice","Zlínský kraj"
"25","Konvičný Zdeněk   ","42","US","US","pracovník NKÚ","Rožnov pod Radhoštěm","472","0.91"," ","10","Čtyřkoalice","Zlínský kraj"
"33","Kouřil Jan  Mgr. ","44","DEU","DEU","středoškol. učitel","Tupesy","383","0.74"," ","18","Čtyřkoalice","Zlínský kraj"
"39","Kubáček Jiří  Mgr. ","50","KDU-ČSL","BEZPP","zást.řed.gymnázia","Kroměříž","831","1.60"," ","24","Čtyřkoalice","Zlínský kraj"
"35","Kudlík Jaromír  Ing. ","51","US","US","zástupce starosty","Vsetín","965","1.86"," ","20","Čtyřkoalice","Zlínský kraj"
"27","Kup Milan   ","33","US","US","obch. manager","Uherské Hradiště","330","0.63"," ","12","Čtyřkoalice","Zlínský kraj"
"29","Maniš Dalibor  Ing. ","38","US","BEZPP","starosta","Valašské Klobouky","1 324","2.56"," ","14","Čtyřkoalice","Zlínský kraj"
"26","Martínek Miroslav  Ing. ","43","KDU-ČSL","KDU-ČSL","starosta","Valašská Bystřice","1 292","2.50"," ","11","Čtyřkoalice","Zlínský kraj"
"2","Mikeska Josef  Ing. ","29","US","US","ředitel akciové spol","Zlín","1 795","3.47","*","3","Čtyřkoalice","Zlínský kraj"
"32","Mikušek Bohdan  Ing. ","37","KDU-ČSL","KDU-ČSL","starosta","Valašské Meziříčí","2 269","4.39"," ","17","Čtyřkoalice","Zlínský kraj"
"14","Mikušek Václav  RNDr. ","54","KDU-ČSL","KDU-ČSL","zástupce starosty","Rožnov pod Radhoštěm","3 270","6.32","*","14","Čtyřkoalice","Zlínský kraj"
"45","Novák Stanislav  RNDr. ","42","KDU-ČSL","KDU-ČSL","auditor","Uherský Brod","632","1.22"," ","30","Čtyřkoalice","Zlínský kraj"
"43","Ondruš Jindřich  Ing. ","35","KDU-ČSL","KDU-ČSL","starosta","Nový Hrozenkov","662","1.28"," ","28","Čtyřkoalice","Zlínský kraj"
"19","Peterková Jarmila  PhDr. ","46","ODA","ODA","poradce","Vsetín","710","1.37"," ","4","Čtyřkoalice","Zlínský kraj"
"22","Přehnal Jaroslav  MUDr. CSc.","50","KDU-ČSL","BEZPP","ředitel Baťovy nem.","Zlín","2 635","5.09"," ","7","Čtyřkoalice","Zlínský kraj"
"40","Pukovec Roman  Ing. ","32","US","US","soukr. podnikatel","Uherské Hradiště","118","0.22"," ","25","Čtyřkoalice","Zlínský kraj"
"16","Rejžková Jana  JUDr. ","37","US","US","advokátka","Zlín","1 063","2.05"," ","1","Čtyřkoalice","Zlínský kraj"
"1","Slavík František   ","49","KDU-ČSL","KDU-ČSL","starosta","Staré Město","5 921","11.45","*","2","Čtyřkoalice","Zlínský kraj"
"37","Slunský Zdeněk  RNDr. ","55","ODA","ODA","soukr. podnikatel","Zlín","177","0.34"," ","22","Čtyřkoalice","Zlínský kraj"
"30","Soldán Milan  Ing. ","43","KDU-ČSL","BEZPP","ekonom","Zlín","903","1.74"," ","15","Čtyřkoalice","Zlínský kraj"
"15","Spálovský Antonín   ","43","KDU-ČSL","BEZPP","soukr. podnikatel","Roštín","946","1.83","*","15","Čtyřkoalice","Zlínský kraj"
"23","Stavěl Jan  MUDr. ","48","US","US","prakt. zub. lékař","Holešov","397","0.76"," ","8","Čtyřkoalice","Zlínský kraj"
"5","Studeník Pavel  Ing. ","39","KDU-ČSL","KDU-ČSL","starosta","Slavičín","3 707","7.17","*","5","Čtyřkoalice","Zlínský kraj"
"44","Škarpich Bohumil   ","46","US","BEZPP","starosta","Rusava","249","0.48"," ","29","Čtyřkoalice","Zlínský kraj"
"20","Škopík Jan  Ing. ","55","KDU-ČSL","KDU-ČSL","vedoucí Azyl. domu","Zlín","2 385","4.61"," ","5","Čtyřkoalice","Zlínský kraj"
"41","Tomancová Jarmila   ","45","KDU-ČSL","KDU-ČSL","ředitelka Charity","Uherský Brod","1 291","2.49"," ","26","Čtyřkoalice","Zlínský kraj"
"18","Vašut Pavel  MVDr. ","40","US","US","soukr. veterinář","Valašské Meziříčí","1 072","2.07"," ","3","Čtyřkoalice","Zlínský kraj"
"12","Volařík Jiří  Ing. ","67","DEU","DEU","důchodce","Uherský Brod","493","0.95","*","12","Čtyřkoalice","Zlínský kraj"
"31","Zavadilová Marie   ","44","US","BEZPP","starostka","Břest","880","1.70"," ","16","Čtyřkoalice","Zlínský kraj"
"22","Adamec Petr   ","42","KDU-ČSL","KDU-ČSL","starosta","Hlučín","2 339","4.45"," ","9","Čtyřkoalice","Ostravský kraj"
"25","Bajgar Milan  MUDr. ","42","US","US","lékař","Ostrava","722","1.37"," ","12","Čtyřkoalice","Ostravský kraj"
"33","Bartoň Miroslav   ","36","US","US","podnikatel","Kopřivnice","259","0.49"," ","20","Čtyřkoalice","Ostravský kraj"
"43","Beránek Alexej  Ing. ","46","ODA","ODA","podnikatel","Ostrava","54","0.10"," ","30","Čtyřkoalice","Ostravský kraj"
"13","Bielesz Marian  MVDr. ","36","US","US","veterinární lékař","Český Těšín","1 131","2.15","*","12","Čtyřkoalice","Ostravský kraj"
"39","Burda Jaroslav  PhDr. ","56","US","US","ředitel integr.školy","Opava","500","0.95"," ","26","Čtyřkoalice","Ostravský kraj"
"1","Carbol Jiří  Ing. ","41","KDU-ČSL","KDU-ČSL","starosta","Dobrá","8 800","16.76","*","1","Čtyřkoalice","Ostravský kraj"
"36","Crhák Tomáš   ","45","US","US","obchodní zástupce","Krnov","180","0.34"," ","23","Čtyřkoalice","Ostravský kraj"
"18","Curylo Lukáš  Mgr. ","26","KDU-ČSL","KDU-ČSL","středoškol. profesor","Ostrava","1 851","3.52"," ","5","Čtyřkoalice","Ostravský kraj"
"9","Černota Jiří  Ing. ","52","US","US","VŠ pedag.,projektant","Ostrava","1 310","2.49","*","8","Čtyřkoalice","Ostravský kraj"
"44","David Jiří  Mgr. ","27","US","US","odbor. asistent VŠB","Havířov","374","0.71"," ","31","Čtyřkoalice","Ostravský kraj"
"30","Dobrozemský Jaromír  Ing. ","54","KDU-ČSL","KDU-ČSL","starosta","Ostravice","1 108","2.11"," ","17","Čtyřkoalice","Ostravský kraj"
"58","Fajnor Jaroslav   ","50","DEU","DEU","valcíř","Břidličná","126","0.24"," ","45","Čtyřkoalice","Ostravský kraj"
"60","Fiala Marek  Ing. ","35","ODA","ODA","manažer","Klimkovice","106","0.20"," ","47","Čtyřkoalice","Ostravský kraj"
"8","Figura Josef   ","51","KDU-ČSL","KDU-ČSL","podnikatel","Bruntál","1 551","2.95","*","7","Čtyřkoalice","Ostravský kraj"
"21","Hájek Vladimír  Ing. ","59","US","US","geomechanik","Brušperk","238","0.45"," ","8","Čtyřkoalice","Ostravský kraj"
"41","Holub Pavel  MUDr. ","46","US","US","lékař","Havířov","436","0.83"," ","28","Čtyřkoalice","Ostravský kraj"
"32","Hořínek Jiří  Ing. ","41","KDU-ČSL","KDU-ČSL","ředitel Charity","Ostrava","3 572","6.80"," ","19","Čtyřkoalice","Ostravský kraj"
"61","Hučka Jiří  Ing. ","50","US","US","podnikatel","Ostrava","40","0.07"," ","48","Čtyřkoalice","Ostravský kraj"
"15","Huvarová Kateřina  Ing. ","35","US","BEZPP","starostka","Studénka","1 464","2.78"," ","2","Čtyřkoalice","Ostravský kraj"
"62","Chamráth Rudolf  Ing. ","39","KDU-ČSL","KDU-ČSL","referent ÚP","Opava","718","1.36"," ","49","Čtyřkoalice","Ostravský kraj"
"66","Janalík Václav  Ing. ","42","KDU-ČSL","KDU-ČSL","místostarosta","Ostrava","175","0.33"," ","53","Čtyřkoalice","Ostravský kraj"
"11","Krist Jiří  Ing. ","35","US","US","stavební inženýr","Mokré Lazce","773","1.47","*","10","Čtyřkoalice","Ostravský kraj"
"40","Kubenka Petr  Ing. ","44","KDU-ČSL","KDU-ČSL","místostarosta","Frenštát p.Radhoštěm","796","1.51"," ","27","Čtyřkoalice","Ostravský kraj"
"42","Kudělka Josef   ","49","KDU-ČSL","KDU-ČSL","technik","Rybí","530","1.00"," ","29","Čtyřkoalice","Ostravský kraj"
"47","Kulínský Libor   ","35","US","US","podnikatel","Ostrava","56","0.10"," ","34","Čtyřkoalice","Ostravský kraj"
"27","Lukša Pavol   ","38","KDU-ČSL","KDU-ČSL","starosta","Čeladná","1 312","2.49"," ","14","Čtyřkoalice","Ostravský kraj"
"49","Magera Dalibor   ","45","US","US","podnikatel","Frenštát p.Radhoštěm","134","0.25"," ","36","Čtyřkoalice","Ostravský kraj"
"4","Malota Oldřich   ","39","ODA","ODA","podnikatel","Opava","1 503","2.86","*","4","Čtyřkoalice","Ostravský kraj"
"24","Marek Bedřich  Ing. ","51","KDU-ČSL","KDU-ČSL","odborný poradce","Krnov","928","1.76"," ","11","Čtyřkoalice","Ostravský kraj"
"29","Marszalek Lumír  Ing. ","34","US","US","vedoucí odd. dopravy","Karviná","437","0.83"," ","16","Čtyřkoalice","Ostravský kraj"
"50","Melecká Maria  Bc. ","46","KDU-ČSL","KDU-ČSL","místostarostka","Kravaře","1 201","2.28"," ","37","Čtyřkoalice","Ostravský kraj"
"38","Michnová Jaroslava   ","44","KDU-ČSL","KDU-ČSL","místostarostka","Hukvaldy","606","1.15"," ","25","Čtyřkoalice","Ostravský kraj"
"26","Mojžíšek Radislav  PaedDr. ","40","ODA","ODA","místostarosta","Orlová","414","0.78"," ","13","Čtyřkoalice","Ostravský kraj"
"37","Nálepa Vladimír  Mgr. ","40","ODA","ODA","ředitel střed. školy","Krnov","348","0.66"," ","24","Čtyřkoalice","Ostravský kraj"
"23","Němejc Pavel  Ing. ","40","US","US","stavební technik","Opava","586","1.11"," ","10","Čtyřkoalice","Ostravský kraj"
"3","Nováček Radim  Ing. ","43","US","US","dopravní specialista","Ostrava","2 213","4.21","*","3","Čtyřkoalice","Ostravský kraj"
"59","Novák Petr  Ing. ","57","KDU-ČSL","KDU-ČSL","projektant","Klimkovice","258","0.49"," ","46","Čtyřkoalice","Ostravský kraj"
"35","Obluk Karel  Ing. ","55","KDU-ČSL","BEZPP","starosta","Soběšovice","428","0.81"," ","22","Čtyřkoalice","Ostravský kraj"
"19","Orság František  Mgr. ","52","DEU","DEU","interní auditor","Havířov","473","0.90"," ","6","Čtyřkoalice","Ostravský kraj"
"69","Orság Miroslav   ","52","KDU-ČSL","KDU-ČSL","okresní tajemník","Hladké Životice","277","0.52"," ","56","Čtyřkoalice","Ostravský kraj"
"31","Pastušková Eva   ","47","US","US","podnikatelka","Frýdek-Místek","416","0.79"," ","18","Čtyřkoalice","Ostravský kraj"
"51","Pavelková Alice   ","40","US","US","asistentka poslance","Opava","172","0.32"," ","38","Čtyřkoalice","Ostravský kraj"
"34","Pavlištík Vladimír  Ing. ","54","DEU","DEU","důlní technik","Frýdek-Místek","377","0.71"," ","21","Čtyřkoalice","Ostravský kraj"
"28","Pešl Ivan  Ing. ","56","DEU","DEU","zeměměřičský inženýr","Opava","639","1.21"," ","15","Čtyřkoalice","Ostravský kraj"
"10","Pomikálek Václav  Ing. ","39","KDU-ČSL","KDU-ČSL","ved. odboru nákupu","Studénka","2 085","3.97","*","9","Čtyřkoalice","Ostravský kraj"
"12","Pražák Zbyněk  Ing. ","45","KDU-ČSL","KDU-ČSL","náměstek primátora","Ostrava","3 578","6.81","*","11","Čtyřkoalice","Ostravský kraj"
"68","Pražáková Věra   ","38","KDU-ČSL","KDU-ČSL","zdravotní sestra","Ostrava","604","1.15"," ","55","Čtyřkoalice","Ostravský kraj"
"52","Prusek Josef   ","39","KDU-ČSL","KDU-ČSL","matematik-analytik","Vítkov","648","1.23"," ","39","Čtyřkoalice","Ostravský kraj"
"5","Pulchart Miroslav  Ing. ","45","DEU","DEU","technik","Ostrava","848","1.61","*","5","Čtyřkoalice","Ostravský kraj"
"64","Rucki Jiří   ","38","KDU-ČSL","KDU-ČSL","místostarosta","Mosty u Jablunkova","594","1.13"," ","51","Čtyřkoalice","Ostravský kraj"
"63","Schreier Vladimír  Ing. ","40","US","US","podnikatel","Opava","150","0.28"," ","50","Čtyřkoalice","Ostravský kraj"
"45","Slováček Vít  Ing. ","39","KDU-ČSL","KDU-ČSL","místostarosta","Český Těšín","806","1.53"," ","32","Čtyřkoalice","Ostravský kraj"
"46","Stibor Pavel  Ing. ","47","DEU","DEU","podnikatel","Frýdek-Místek","204","0.38"," ","33","Čtyřkoalice","Ostravský kraj"
"20","Stolař Zdeněk  PhDr. ","46","ODA","ODA","starosta","Frýdek-Místek","1 378","2.62"," ","7","Čtyřkoalice","Ostravský kraj"
"56","Stoszek Karel  Ing. ","42","KDU-ČSL","KDU-ČSL","ředitel nemocnice","Bohumín","409","0.77"," ","43","Čtyřkoalice","Ostravský kraj"
"65","Stuchlý Vladimír  Ing. ","47","KDU-ČSL","KDU-ČSL","starosta","Ostrava","318","0.60"," ","52","Čtyřkoalice","Ostravský kraj"
"57","Ševčík David   ","23","US","US","student","Petrovice u Karviné","183","0.34"," ","44","Čtyřkoalice","Ostravský kraj"
"48","Šindel Zdeněk   ","42","KDU-ČSL","KDU-ČSL","technik","Krmelín","270","0.51"," ","35","Čtyřkoalice","Ostravský kraj"
"17","Štědroň Radoslav  RNDr. ","45","US","US","manažer","Ostrava","542","1.03"," ","4","Čtyřkoalice","Ostravský kraj"
"53","Veselý Ondřej  Ing. ","28","US","US","státní zaměstnanec","Opava","252","0.48"," ","40","Čtyřkoalice","Ostravský kraj"
"6","Vícha Josef   ","51","KDU-ČSL","KDU-ČSL","starosta","Hradec nad Moravicí","4 439","8.45","*","6","Čtyřkoalice","Ostravský kraj"
"54","Vrchovecký František  Ing. ","46","KDU-ČSL","KDU-ČSL","starosta","Budišov n.Budišovkou","405","0.77"," ","41","Čtyřkoalice","Ostravský kraj"
"2","Wantula Zdislav  Ing. ","52","US","US","ředitel a. s.","Karviná","2 005","3.81","*","2","Čtyřkoalice","Ostravský kraj"
"16","Wessely Pavel   ","59","KDU-ČSL","BEZPP","starosta","Nový Jičín","2 077","3.95"," ","3","Čtyřkoalice","Ostravský kraj"
"14","Zápecová Marie  PhDr. ","52","KDU-ČSL","KDU-ČSL","ředitelka stacionáře","Karviná","1 847","3.51"," ","1","Čtyřkoalice","Ostravský kraj"
"67","Zawadský Josef   ","59","KDU-ČSL","KDU-ČSL","starosta","Dolní Benešov","739","1.40"," ","54","Čtyřkoalice","Ostravský kraj"
"55","Žaludová Pěva   ","52","US","US","jednat.soukr.gymnáz.","Havířov","200","0.38"," ","42","Čtyřkoalice","Ostravský kraj"
"1","Beňo Miroslav  MUDr. ","49","SKS","SKS","lékař","Brno","77","0.00",NA,NA,"Strana konzervativní smlouvy","Brněnský kraj"
"65","Cibulková Alena   ","61","SKS","BEZPP","důchodkyně","Brno","14","0.00",NA,NA,"Strana konzervativní smlouvy","Brněnský kraj"
"61","Cigánková Iveta   ","33","SKS","BEZPP","prodavačka","Brno","8","0.00",NA,NA,"Strana konzervativní smlouvy","Brněnský kraj"
"29","Čapková Dana   ","44","SKS","BEZPP","vychovatelka","Boskovice","18","0.00",NA,NA,"Strana konzervativní smlouvy","Brněnský kraj"
"38","Dobrovolný Jiří   ","55","SKS","BEZPP","fotograf","Brno","17","0.00",NA,NA,"Strana konzervativní smlouvy","Brněnský kraj"
"57","Doubek Vladimír  Ing. ","59","SKS","BEZPP","textilní technik","Kuřim","3","0.00",NA,NA,"Strana konzervativní smlouvy","Brněnský kraj"
"16","Drdla Karel  RNDr. ","53","SKS","SKS","matematik","Brno","31","0.00",NA,NA,"Strana konzervativní smlouvy","Brněnský kraj"
"52","Fajmonová Anna   ","75","SKS","BEZPP","důchodkyně","Brno","3","0.00",NA,NA,"Strana konzervativní smlouvy","Brněnský kraj"
"17","Fiala Jiří   ","45","SKS","BEZPP","ekonom","Blučina","32","0.00",NA,NA,"Strana konzervativní smlouvy","Brněnský kraj"
"24","Florián Zdeněk  MUDr. ","38","SKS","SKS","lékař","Brno","11","0.00",NA,NA,"Strana konzervativní smlouvy","Brněnský kraj"
"28","Hajn Pavel  RNDr. ","35","SKS","BEZPP","informatik","Brno","16","0.00",NA,NA,"Strana konzervativní smlouvy","Brněnský kraj"
"47","Havlíčková Jarmila   ","60","SKS","BEZPP","živnostnice","Brno","2","0.00",NA,NA,"Strana konzervativní smlouvy","Brněnský kraj"
"4","Henek Pavel  RNDr. ","45","SKS","SKS","ředitel gymnázia","Ráječko","108","0.00",NA,NA,"Strana konzervativní smlouvy","Brněnský kraj"
"20","Horák Pavel  Ing. CSc.","57","SKS","BEZPP","vodohospodář","Brno","8","0.00",NA,NA,"Strana konzervativní smlouvy","Brněnský kraj"
"64","Hošek Vilém   ","31","SKS","SKS","analytik","Brno","5","0.00",NA,NA,"Strana konzervativní smlouvy","Brněnský kraj"
"46","Hrbková Běla   ","48","SKS","BEZPP","sekretářka","Brno","0","0.00",NA,NA,"Strana konzervativní smlouvy","Brněnský kraj"
"55","Janků Ivan   ","21","SKS","BEZPP","elektrikář","Brno","10","0.00",NA,NA,"Strana konzervativní smlouvy","Brněnský kraj"
"54","Janský Petr   ","30","SKS","BEZPP","programátor","Brno","7","0.00",NA,NA,"Strana konzervativní smlouvy","Brněnský kraj"
"42","Juránek Pavel  Ing. ","48","SKS","BEZPP","informatik","Brno","16","0.00",NA,NA,"Strana konzervativní smlouvy","Brněnský kraj"
