"list_no","name","age","nominate_party","member_party","occupation","residence","abs_votes","pct_votes","rank","mandate","party","region"
"10","Beránek Jaroslav  Mgr. ","56","OS","BEZPP","středoškolský učitel","Plzeň","111","0.00",NA,NA,"Strana pro otevřenou společnost","Plzeňský kraj"
"30","Beránek Václav  Mgr. ","48","OS","BEZPP","ekonom","Plzeň","40","0.00",NA,NA,"Strana pro otevřenou společnost","Plzeňský kraj"
"2","Bursík Petr   ","54","OS","BEZPP","starosta Stříbra","Stříbro","377","0.00",NA,NA,"Strana pro otevřenou společnost","Plzeňský kraj"
"27","Buřič Josef  PhDr. CSc.","65","OS","BEZPP","učitel","Strašice","50","0.00",NA,NA,"Strana pro otevřenou společnost","Plzeňský kraj"
"11","Čurka František   ","48","OS","BEZPP","starosta Halže","Halže","124","0.00",NA,NA,"Strana pro otevřenou společnost","Plzeňský kraj"
"45","Dezort Karel   ","39","OS","BEZPP","invalidní důchodce","Strašice","5","0.00",NA,NA,"Strana pro otevřenou společnost","Plzeňský kraj"
"18","Dohányosová Marie   ","59","OS","BEZPP","starostka Částkova","Částkov","61","0.00",NA,NA,"Strana pro otevřenou společnost","Plzeňský kraj"
"3","Drhovský Karel  Ing. ","58","OS","BEZPP","ředitel Památ.ústavu","Plzeň","235","0.00",NA,NA,"Strana pro otevřenou společnost","Plzeňský kraj"
"36","Fiala Jiří   ","55","OS","BEZPP","částeč. inv.důchodce","Planá","28","0.00",NA,NA,"Strana pro otevřenou společnost","Plzeňský kraj"
"33","Gerneschová Jana   ","50","OS","OS","podnikatelka","Tachov","27","0.00",NA,NA,"Strana pro otevřenou společnost","Plzeňský kraj"
"14","Hájek Josef   ","50","OS","OS","invalidní důchodce","Holýšov","30","0.00",NA,NA,"Strana pro otevřenou společnost","Plzeňský kraj"
"25","Hegner Jiří  Ing. ","64","OS","BEZPP","vysokoškolský učitel","Rokycany","41","0.00",NA,NA,"Strana pro otevřenou společnost","Plzeňský kraj"
"8","Hlávka Petr  Ing. ","52","OS","OS","zást.řed. gymnázia","Rokycany","130","0.00",NA,NA,"Strana pro otevřenou společnost","Plzeňský kraj"
"34","Kabelka Petr  Mgr. ","59","OS","BEZPP","středoškolský učitel","Rokycany","41","0.00",NA,NA,"Strana pro otevřenou společnost","Plzeňský kraj"
"31","Klimeš Lukáš  Bc. ","24","OS","OS","student VŠE Praha","Tachov","87","0.00",NA,NA,"Strana pro otevřenou společnost","Plzeňský kraj"
"39","Klimešová Jarmila   ","57","OS","OS","úřednice živn.úřadu","Tachov","54","0.00",NA,NA,"Strana pro otevřenou společnost","Plzeňský kraj"
"35","Koželuhová Jaroslava   ","58","OS","OS","důchodkyně","Plzeň","11","0.00",NA,NA,"Strana pro otevřenou společnost","Plzeňský kraj"
"6","Kubíková Magdaléna  Mgr. ","32","OS","BEZPP","VŠ učitelka","Zruč-Senec","114","0.00",NA,NA,"Strana pro otevřenou společnost","Plzeňský kraj"
"16","Kydlíček Jiří  Ing. ","50","OS","BEZPP","nezávislý ekolog","Plzeň","91","0.00",NA,NA,"Strana pro otevřenou společnost","Plzeňský kraj"
"1","Kydlíček Lumír  Ing. arch. ","49","OS","BEZPP","vedoucí projektant","Stod","109","0.00",NA,NA,"Strana pro otevřenou společnost","Plzeňský kraj"
"5","Lerch Jan  Mgr. Ing. ","35","OS","OS","advokát","Holýšov","127","0.00",NA,NA,"Strana pro otevřenou společnost","Plzeňský kraj"
"23","Malá Blanka   ","39","OS","OS","podnikatelka-pohost.","Stráž","28","0.00",NA,NA,"Strana pro otevřenou společnost","Plzeňský kraj"
"26","Myslíková Dagmar   ","35","OS","BEZPP","vedoucí odb. kultury","Holýšov","44","0.00",NA,NA,"Strana pro otevřenou společnost","Plzeňský kraj"
"4","Nerad František  Ing. ","49","OS","OS","stavební inženýr","Strašice","101","0.00",NA,NA,"Strana pro otevřenou společnost","Plzeňský kraj"
"13","Pešek Pavel  MUDr. ","67","OS","BEZPP","lékař-chirurg","Rokycany","147","0.00",NA,NA,"Strana pro otevřenou společnost","Plzeňský kraj"
"9","Pokorný Karel   ","37","OS","BEZPP","invalidní důchodce","Hrádek","27","0.00",NA,NA,"Strana pro otevřenou společnost","Plzeňský kraj"
"46","Ratajová Anna  Mgr. ","54","OS","BEZPP","ředitelka ZŠ","Rokycany","39","0.00",NA,NA,"Strana pro otevřenou společnost","Plzeňský kraj"
"15","Rosůlek Oldřich  Ing. ","59","OS","BEZPP","středoškolský učitel","Druztová","51","0.00",NA,NA,"Strana pro otevřenou společnost","Plzeňský kraj"
"22","Rosůlek Přemysl  Mgr. ","29","OS","BEZPP","vysokoškolský učitel","Druztová","73","0.00",NA,NA,"Strana pro otevřenou společnost","Plzeňský kraj"
"17","Schröpfer Libor   ","37","OS","BEZPP","středoškolský učitel","Holýšov","137","0.00",NA,NA,"Strana pro otevřenou společnost","Plzeňský kraj"
"20","Soulek Jan  Mgr. ","32","OS","BEZPP","starosta Bezdružic","Bezdružice","127","0.00",NA,NA,"Strana pro otevřenou společnost","Plzeňský kraj"
"43","Svíbová Marcela   ","35","OS","BEZPP","v domácnosti","Přimda","13","0.00",NA,NA,"Strana pro otevřenou společnost","Plzeňský kraj"
"24","Šebesta Richard  Mgr. ","34","OS","BEZPP","středoškolský učitel","Plzeň","64","0.00",NA,NA,"Strana pro otevřenou společnost","Plzeňský kraj"
"37","Šmíd Martin   ","34","OS","BEZPP","technik","Strašice","14","0.00",NA,NA,"Strana pro otevřenou společnost","Plzeňský kraj"
"42","Šmídová Hana  Ing. ","47","OS","BEZPP","geodet","Strašice","16","0.00",NA,NA,"Strana pro otevřenou společnost","Plzeňský kraj"
"28","Terela Jan   ","39","OS","BEZPP","starosta Milířů","Milíře","79","0.00",NA,NA,"Strana pro otevřenou společnost","Plzeňský kraj"
"21","Theimerová Miluše   ","49","OS","BEZPP","podnikatelka","Zborovy","13","0.00",NA,NA,"Strana pro otevřenou společnost","Plzeňský kraj"
"40","Tomáš Milan   ","44","OS","BEZPP","strážník Měst.pol.","Rokycany","35","0.00",NA,NA,"Strana pro otevřenou společnost","Plzeňský kraj"
"29","Tydlitátová Věra  Mgr. ","41","OS","OS","výtvarnice","Rokycany","41","0.00",NA,NA,"Strana pro otevřenou společnost","Plzeňský kraj"
"32","Valachovič Jiří  Mgr. ","36","OS","BEZPP","vysokoškolský učitel","Holýšov","135","0.00",NA,NA,"Strana pro otevřenou společnost","Plzeňský kraj"
"38","Veselá Věra   ","58","OS","BEZPP","učitelka","Tachov","61","0.00",NA,NA,"Strana pro otevřenou společnost","Plzeňský kraj"
"19","Veverka Antonín  Ing. Mgr. CSc.","51","OS","BEZPP","VŠ učitel,podnikatel","Rokycany","121","0.00",NA,NA,"Strana pro otevřenou společnost","Plzeňský kraj"
"12","Vrátník Vlastimil   ","42","OS","OS","starosta Ždírce","Ždírec","40","0.00",NA,NA,"Strana pro otevřenou společnost","Plzeňský kraj"
"44","Vrba Jiří   ","42","OS","BEZPP","podnikatel","Strašice","9","0.00",NA,NA,"Strana pro otevřenou společnost","Plzeňský kraj"
"7","Zeithaml Jaromír   ","51","OS","BEZPP","starosta Třemošné","Třemošná","217","0.00",NA,NA,"Strana pro otevřenou společnost","Plzeňský kraj"
"41","Zelenka Jiří   ","45","OS","BEZPP","řezník a uzenář","Tachov","37","0.00",NA,NA,"Strana pro otevřenou společnost","Plzeňský kraj"
"26","Absolonová Kateřina  MUDr. ","34","OS","BEZPP","lékařka","Liberec","260","2.60"," ","21","Strana pro otevřenou společnost","Liberecký kraj"
"6","Bárta Karel  Mgr. ","49","OS","BEZPP","ředitel ZŠ","Turnov","534","5.34"," ","2","Strana pro otevřenou společnost","Liberecký kraj"
"21","Bernardová Soňa   ","62","OS","SŽJ","laborantka","Železný Brod","48","0.48"," ","16","Strana pro otevřenou společnost","Liberecký kraj"
"29","Bučková Eva  MUDr. ","35","OS","BEZPP","dětská lékařka","Stráž nad Nisou","94","0.94"," ","24","Strana pro otevřenou společnost","Liberecký kraj"
"10","Dušek Ladislav   ","57","OS","BEZPP","herec","Liberec","473","4.73"," ","5","Strana pro otevřenou společnost","Liberecký kraj"
"13","Frydrych Michal  Ing ","27","OS","SŽJ","zemědělský inženýr","Pěnčín","390","3.90"," ","8","Strana pro otevřenou společnost","Liberecký kraj"
"38","Golka Petr  Doc. RNDr. ","61","OS","BEZPP","prorektor TU","Liberec","423","4.23"," ","33","Strana pro otevřenou společnost","Liberecký kraj"
"46","Grůza Stanislav   ","61","OS","BEZPP","technik","Liberec","28","0.28"," ","41","Strana pro otevřenou společnost","Liberecký kraj"
"8","Helšusová Dagmar   ","49","OS","OS","knihovnice","Liberec","1 776","17.76","*","2","Strana pro otevřenou společnost","Liberecký kraj"
"23","Hrdá Michaela  Ing. ","36","OS","BEZPP","bankéřka","Liberec","70","0.70"," ","18","Strana pro otevřenou společnost","Liberecký kraj"
"43","Hron Michal  RNDr. ","51","OS","OS","daňový poradce","Liberec","236","2.36"," ","38","Strana pro otevřenou společnost","Liberecký kraj"
"50","Hýbler Martin   ","43","OS","BEZPP","farmář","Zásada","88","0.88"," ","45","Strana pro otevřenou společnost","Liberecký kraj"
"7","Chalupná Zuzana  Mgr. ","30","OS","BEZPP","farmaceutka","Liberec","479","4.79"," ","3","Strana pro otevřenou společnost","Liberecký kraj"
"47","Chroust Pavel   ","52","OS","BEZPP","ředitel Úst.soc.péče","Raspenava","126","1.26"," ","42","Strana pro otevřenou společnost","Liberecký kraj"
"11","Jašová Simona   ","35","OS","BEZPP","ekolog","Jablonec nad Nisou","586","5.86"," ","6","Strana pro otevřenou společnost","Liberecký kraj"
"22","Jelínek Vladimír  Mgr. ","46","OS","SZ","ředitel učiliště","Doksy","99","0.99"," ","17","Strana pro otevřenou společnost","Liberecký kraj"
"25","Kabáč Josef  Ing. ","38","OS","SZ","stavební inženýr","Doksy","74","0.74"," ","20","Strana pro otevřenou společnost","Liberecký kraj"
"41","Kameníková Stanislava   ","48","OS","BEZPP","středoškolský učitel","Semily","462","4.62"," ","36","Strana pro otevřenou společnost","Liberecký kraj"
"16","Kočárková Eva  Ing. ","57","OS","BEZPP","vodohospodář.technik","Liberec","250","2.50"," ","11","Strana pro otevřenou společnost","Liberecký kraj"
"45","Kolomazník Stanislav   ","43","OS","BEZPP","výpravčí ČD","Liberec","69","0.69"," ","40","Strana pro otevřenou společnost","Liberecký kraj"
"33","Koreň Jaroslav  Ing. ","25","OS","BEZPP","místostarosta","Pěnčín","196","1.96"," ","28","Strana pro otevřenou společnost","Liberecký kraj"
"39","Kovář Zdeněk  Prof. Ing. ","70","OS","BEZPP","univerzitní profesor","Liberec","704","7.04"," ","34","Strana pro otevřenou společnost","Liberecký kraj"
"12","Kracík Vladimír  MUDr. ","38","OS","OS","primář","Liberec","538","5.38"," ","7","Strana pro otevřenou společnost","Liberecký kraj"
"40","Kratochvíl Jiří  Prof. Ing. ","70","OS","BEZPP","univerzitní profesor","Liberec","191","1.91"," ","35","Strana pro otevřenou společnost","Liberecký kraj"
"17","Krejcar Jiří   ","44","OS","BEZPP","zástupce starosty","Lomnice nad Popelkou","422","4.22"," ","12","Strana pro otevřenou společnost","Liberecký kraj"
"4","Kverka Vítězslav   ","50","OS","BEZPP","ředitel okr.agr.kom.","Liberec","397","3.97","*","5","Strana pro otevřenou společnost","Liberecký kraj"
"27","Kyzyvát Miroslav   ","49","OS","BEZPP","ředitel družstva","Rychnov u Jablonce/N","122","1.22"," ","22","Strana pro otevřenou společnost","Liberecký kraj"
"5","Linhová Běla  Mgr. ","59","OS","SŽJ","učitelka ZŠ","Žandov","184","1.84"," ","1","Strana pro otevřenou společnost","Liberecký kraj"
"35","Márinková Helena   ","59","OS","SŽJ","vedoucí pohostinství","Jablonec nad Nisou","50","0.50"," ","30","Strana pro otevřenou společnost","Liberecký kraj"
"28","Marková Zdeňka   ","45","OS","BEZPP","ekonomka","Semily","349","3.49"," ","23","Strana pro otevřenou společnost","Liberecký kraj"
"36","Matlach Radek  MUDr. ","28","OS","BEZPP","soudní lékař","Liberec","194","1.94"," ","31","Strana pro otevřenou společnost","Liberecký kraj"
"3","Mojžíš František  Ing. ","51","OS","BEZPP","starosta","Semily","1 081","10.81","*","3","Strana pro otevřenou společnost","Liberecký kraj"
"19","Mrázková Jitka  Mgr. ","36","OS","BEZPP","středoškol.profesor","Liberec","168","1.68"," ","14","Strana pro otevřenou společnost","Liberecký kraj"
"24","Mucha Antonín  Ing. ","52","OS","BEZPP","ředitel PVT","Liberec","83","0.83"," ","19","Strana pro otevřenou společnost","Liberecký kraj"
"14","Neumann Ladislav  Ing. ","43","OS","BEZPP","ředitel DARTEXu","Dubnice","174","1.74"," ","9","Strana pro otevřenou společnost","Liberecký kraj"
"1","Pávek Petr  Ing. ","37","OS","BEZPP","starosta","Jindřichovice p.Smr.","2 412","24.12","*","1","Strana pro otevřenou společnost","Liberecký kraj"
"31","Pokorný Oto  Ing. ","42","OS","BEZPP","podnikatel","Liberec","43","0.43"," ","26","Strana pro otevřenou společnost","Liberecký kraj"
"44","Rozkovcová Jitka  MUDr. ","60","OS","OS","primářka","Liberec","486","4.86"," ","39","Strana pro otevřenou společnost","Liberecký kraj"
"42","Ryšánková Jana  Mgr. ","44","OS","SŽJ","učitelka ZŠ","Hrádek nad Nisou","57","0.57"," ","37","Strana pro otevřenou společnost","Liberecký kraj"
"15","Řehořková Hana  Bc. ","39","OS","BEZPP","ředitel okr.agr.kom.","Horní Branná","152","1.52"," ","10","Strana pro otevřenou společnost","Liberecký kraj"
"49","Soukup Milan   ","44","OS","BEZPP","jednatel společnosti","Jilemnice","96","0.96"," ","44","Strana pro otevřenou společnost","Liberecký kraj"
"20","Teplý Jiří   ","48","OS","BEZPP","vedoucí expozitury","Liberec","180","1.80"," ","15","Strana pro otevřenou společnost","Liberecký kraj"
"9","Tomášková Jana  MUDr. ","43","OS","BEZPP","lékařka","Turnov","492","4.92"," ","4","Strana pro otevřenou společnost","Liberecký kraj"
"37","Tučaniová Zuzana   ","25","OS","SŽJ","baletka DFXŠ","Liberec","77","0.77"," ","32","Strana pro otevřenou společnost","Liberecký kraj"
"2","Václavík David  Mgr. ","25","OS","BEZPP","vysokoškolský učitel","Liberec","811","8.11","*","4","Strana pro otevřenou společnost","Liberecký kraj"
"34","Venclová Jarmila   ","54","OS","BEZPP","vedoucí střediska","Liberec","217","2.17"," ","29","Strana pro otevřenou společnost","Liberecký kraj"
"18","Vodseďálková Irena   ","39","OS","BEZPP","soukromý zemědělec","Zlatá Olešnice","153","1.53"," ","13","Strana pro otevřenou společnost","Liberecký kraj"
"30","Vojáčková Radka   ","27","OS","BEZPP","knihovnice","Liberec","82","0.82"," ","25","Strana pro otevřenou společnost","Liberecký kraj"
"48","Vrátný Bohumil   ","65","OS","SŽJ","radiomechanik","Liberec","34","0.34"," ","43","Strana pro otevřenou společnost","Liberecký kraj"
"32","Vykypělová Ivana  Mgr. ","32","OS","BEZPP","učitelka ZŠ","Liberec","61","0.61"," ","27","Strana pro otevřenou společnost","Liberecký kraj"
"53","Adam Roman   ","19","HSMSMNSj","BEZPP","zedník","Havířov","22","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"5","Ambroz Jiří  MUDr. ","48","MoDS","MoDS","lékař","Bruntál","365","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"57","Bača Leoš   ","40","MoDS","BEZPP","dělník","Nový Jičín","48","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"7","Bárta Vladimír  Ing. ","48","MoDS","MoDS","výkonný ředitel TJ","Nový Jičín","238","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"32","Bouchal Tomáš   ","32","MoDS","MoDS","podnikatel","Bruntál","80","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"4","Budzinski Josef   ","57","MoDS","MoDS","předseda OS MoDS","Karviná","221","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"26","Černý Roman   ","53","MoDS","MoDS","technik","Bruntál","108","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"14","Čuda František   ","51","MoDS","MoDS","podnikatel","Bruntál","139","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"2","Dadok Jaroslav  Mgr. ","52","MoDS","MoDS","ředitel škol DAKOL","Karviná","428","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"20","Danyi Josef   ","31","MoDS","MoDS","podnikatel","Bruntál","75","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"51","Dohnalová Marcela   ","40","MoDS","MoDS","prodavačka","Karviná","63","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"42","Drcmánek Jaroslav   ","50","HSMSMNSj","BEZPP","důchodce","Karviná","31","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"46","Dubjuk Vlastik   ","46","MoDS","BEZPP","podnikatel","Studénka","57","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"65","Farda Ladislav  Ing. ","53","MoDS","MoDS","úředník","Nový Jičín","73","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"18","Filipová Renata   ","46","HSMSMNSj","HSMSMNSj","podnikatelka","Budišov n.Budišovkou","90","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"47","Gajdošik Milan   ","37","HSMSMNSj","HSMSMNSj","skladník","Ostrava","46","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"30","Gilík Ivo   ","49","HSMSMNSj","HSMSMNSj","elektromontér","Budišov n.Budišovkou","84","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"40","Górecki Erich   ","59","MoDS","MoDS","podnikatel","Karviná","36","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"8","Halada Pavel   ","51","MoDS","MoDS","prezident HCB","Karviná","265","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"56","Holaňová Jindřiška   ","49","MoDS","MoDS","nezaměstnaná","Studénka","48","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"1","Hrňa Antonín   ","62","MoDS","MoDS","starosta obce","Starý Jičín","344","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"11","Hrubý Michal   ","23","MoDS","MoDS","student VŠ","Bruntál","202","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"33","Chovancová Jolana   ","31","HSMSMNSj","BEZPP","v domácnosti","Havířov","65","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"15","Chovanová Hana  Bc. ","50","MoDS","MoDS","starostka obce","Janov","76","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"16","Jankovičová Ivana  MUDr. ","35","MoDS","MoDS","lékařka","Karviná","357","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"25","Koňařík Martin   ","32","HSMSMNSj","BEZPP","zámečník","Ostrava","133","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"28","Krotká Jarmila   ","54","MoDS","MoDS","důchodkyně","Bohumín","46","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"24","Laník Jaroslav   ","63","HSMSMNSj","HSMSMNSj","mistr odb.výcviku","Opava","77","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"27","Libiš Milan  Ing. ","37","MoDS","MoDS","podnikatel","Odry","75","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"17","Malachta Otakar  Ing. ","60","MoDS","MoDS","stavební technik","Příbor","94","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"9","Marcol Jaroslav   ","53","MoDS","MoDS","učitel","Ostrava","97","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"41","Marcolová Věra   ","53","MoDS","MoDS","úřednice","Ostrava","20","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"29","Mička Tomáš   ","28","MoDS","BEZPP","řidič","Nový Jičín","202","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"35","Mikula Ivan   ","55","MoDS","MoDS","technik","Ostrava","12","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"60","Mikulcová Marie   ","69","MoDS","BEZPP","důchodkyně","Nový Jičín","19","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"12","Miškaříková Marie   ","53","MoDS","MoDS","výkonná předsed.TJ","Studénka","102","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"39","Motyčka Emil   ","49","HSMSMNSj","BEZPP","podnikatel","Ostrava","19","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"48","Němečková Monika   ","19","MoDS","BEZPP","studentka","Karviná","52","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"50","Novák Břetislav   ","56","HSMSMNSj","BEZPP","soukromý zemědělec","Ostrava","34","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"3","Opletal Pavel   ","56","HSMSMNSj","HSMSMNSj","učitel","Budišov n.Budišovkou","245","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"61","Paprstka Jaromír   ","30","HSMSMNSj","HSMSMNSj","zedník","Budišov n.Budišovkou","24","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"58","Paprstková Zlatuše   ","29","HSMSMNSj","HSMSMNSj","kuchařka","Budišov n.Budišovkou","40","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"38","Pavelka Jiří   ","46","MoDS","MoDS","podnikatel","Hodslavice","27","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"19","Pillichová Jana   ","35","HSMSMNSj","BEZPP","podnikatelka","Ostrava","70","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"36","Písek Josef   ","75","MoDS","MoDS","důchodce","Bruntál","18","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"45","Rohlová Anastázie   ","49","HSMSMNSj","BEZPP","ekonomka","Karviná","62","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"23","Rozum Karel   ","58","MoDS","MoDS","nezaměstnaný","Odry","96","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"52","Rudel František   ","61","MoDS","MoDS","podnikatel","Starý Jičín","59","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"55","Starzyczny Bronislav   ","47","MoDS","MoDS","zámečník","Karviná","32","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"6","Stolarz Viktor   ","37","HSMSMNSj","HSMSMNSj","technik","Ostrava","170","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"44","Svoboda Libor   ","35","HSMSMNSj","BEZPP","podnikatel","Ostrava","16","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"63","Šafář Antonín   ","55","MoDS","MoDS","podnikatel","Karviná","20","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"21","Škapová Jana   ","51","HSMSMNSj","BEZPP","důchodkyně","Frýdek-Místek","72","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"13","Štefka Daniel   ","29","HSMSMNSj","BEZPP","podnikatel","Frýdek-Místek","75","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"59","Šumná Blažena   ","49","MoDS","MoDS","úřednice","Studénka","50","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"64","Ulman Vojtěch   ","43","HSMSMNSj","BEZPP","jeřábník","Zátor","31","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"31","Václavík René   ","30","HSMSMNSj","BEZPP","strojní mechanik","Ostrava","96","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"34","Vašica Čestmír   ","78","MoDS","MoDS","důchodce","Bílovec","5","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"54","Vychytilová Ludmila   ","52","MoDS","MoDS","podnikatelka","Nový Jičín","31","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"62","Závodný Jan   ","63","MoDS","MoDS","důchodce","Studénka","12","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"49","Zdražil Vojtěch   ","76","HSMSMNSj","BEZPP","důchodce","Odry","14","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"10","Zubáková Věra   ","51","HSMSMNSj","HSMSMNSj","podnikatelka","Havířov","112","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"22","Želonka Roman   ","30","HSMSMNSj","HSMSMNSj","technik","Havířov","122","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"37","Žumar Jan   ","19","HSMSMNSj","BEZPP","student","Havířov","21","0.00",NA,NA,"Moravskoslezská koalice","Ostravský kraj"
"25","Bartoň Jindřich  Mgr. ","31","ODS","ODS","učitel","Kutná Hora","1 111","1.35"," ","4","Občanská demokratická strana","Středočeský kraj"
"29","Baumgartner Martin  MUDr. ","32","ODS","ODS","lékař","Poděbrady","1 472","1.80"," ","8","Občanská demokratická strana","Středočeský kraj"
"1","Bendl Petr  Ing. ","34","ODS","ODS","poslanec","Kladno","8 386","10.25","*","1","Občanská demokratická strana","Středočeský kraj"
"27","Bohatec Pavel  MVDr. ","38","ODS","ODS","veterinární lékař","Uhlířské Janovice","971","1.18"," ","6","Občanská demokratická strana","Středočeský kraj"
"17","Bok Karel   ","62","ODS","ODS","ved. ref. Okr.úřadu","Srbsko","464","0.56","*","17","Občanská demokratická strana","Středočeský kraj"
"8","Burian Jiří  Ing. ","51","ODS","ODS","starosta","Sedlčany","2 359","2.88","*","8","Občanská demokratická strana","Středočeský kraj"
"32","Buřil Jaroslav   ","65","ODS","ODS","důchodce","Mladá Boleslav","983","1.20"," ","11","Občanská demokratická strana","Středočeský kraj"
"13","Čech Svatopluk  RNDr. ","41","ODS","ODS","asistent ředitele","Mělník","1 224","1.49","*","13","Občanská demokratická strana","Středočeský kraj"
"30","Ďurčanský Jozef  Ing. ","53","ODS","ODS","starosta","Poděbrady","1 158","1.41"," ","9","Občanská demokratická strana","Středočeský kraj"
"24","Dzirasa Mark   ","25","ODS","ODS","podnikatel","Kutná Hora","695","0.84"," ","3","Občanská demokratická strana","Středočeský kraj"
"63","Ečer František   ","41","ODS","ODS","podnikatel","Beroun","353","0.43"," ","42","Občanská demokratická strana","Středočeský kraj"
"34","Fischer Jaromír   ","55","ODS","ODS","starosta","Český Brod","1 019","1.24"," ","13","Občanská demokratická strana","Středočeský kraj"
"44","Fousek Martin  Ing. ","30","ODS","ODS","technik","Sázava","341","0.41"," ","23","Občanská demokratická strana","Středočeský kraj"
"42","Fraňková Dana  RNDr. ","44","ODS","ODS","podnikatelka","Zájezd","389","0.47"," ","21","Občanská demokratická strana","Středočeský kraj"
"10","Hájek Jan  Mgr. ","45","ODS","ODS","starosta","Hořovice","1 569","1.91","*","10","Občanská demokratická strana","Středočeský kraj"
"16","Hölzel Miroslav  Ing. ","42","ODS","ODS","zástupce starosty","Sedlčany","1 598","1.95","*","16","Občanská demokratická strana","Středočeský kraj"
"11","Honová Jaroslava  Ing. ","41","ODS","ODS","vedoucí oddělení MŽP","Hostivice","882","1.07","*","11","Občanská demokratická strana","Středočeský kraj"
"26","Horvát Milan   ","47","ODS","ODS","podnikatel","Lysá nad Labem","408","0.49"," ","5","Občanská demokratická strana","Středočeský kraj"
"43","Hrubý Václav  Ing. CSc.","53","ODS","ODS","vědecký prac. MZe","Mezouň","394","0.48"," ","22","Občanská demokratická strana","Středočeský kraj"
"57","Hudeček Jiří   ","35","ODS","ODS","starosta","Lety","571","0.69"," ","36","Občanská demokratická strana","Středočeský kraj"
