"list_no","name","age","nominate_party","member_party","occupation","residence","abs_votes","pct_votes","rank","mandate","party","region"
"30","Hájková Alžběta","47","KSČM","KSČM","úřednice","Kounice","137","0,25","-","20","Komunistická strana Čech a Moravy","Středočeský kraj"
"7","Hajleková Zdeňka  Ing.","49","KSČM","KSČM","lesní inženýrka","Brandýs nad Labem-Stará Boleslav","865","1,58","*","7","Komunistická strana Čech a Moravy","Středočeský kraj"
"41","Hála Josef  RSDr.","55","KSČM","KSČM","starosta","Jince","594","1,08","-","31","Komunistická strana Čech a Moravy","Středočeský kraj"
"51","Hermann Vladimír  JUDr.","60","KSČM","KSČM","právník","Kosmonosy","229","0,41","-","41","Komunistická strana Čech a Moravy","Středočeský kraj"
"32","Hlaváček Josef","41","KSČM","KSČM","ekonom","Milovice","250","0,45","-","22","Komunistická strana Čech a Moravy","Středočeský kraj"
"42","Hnyková Jitka","36","KSČM","KSČM","prodavačka","Kutná Hora","300","0,54","-","32","Komunistická strana Čech a Moravy","Středočeský kraj"
"18","Hofmann Ondřej","23","KSČM","KSČM","vlakvedoucí","Rakovník","713","1,30","-","8","Komunistická strana Čech a Moravy","Středočeský kraj"
"12","Horváthová Hana","54","KSČM","KSČM","odborná referentka","Zruč nad Sázavou","337","0,61","-","2","Komunistická strana Čech a Moravy","Středočeský kraj"
"60","Hroníková Eva","53","KSČM","KSČM","prodavačka","Kladno","212","0,38","-","50","Komunistická strana Čech a Moravy","Středočeský kraj"
"5","Hubený Pavel","54","KSČM","KSČM","starosta","Hudlice","820","1,50","*","5","Komunistická strana Čech a Moravy","Středočeský kraj"
"26","Humlová Jiřina  Mgr.","50","KSČM","KSČM","právnička","Příbram","1 152","2,11","-","16","Komunistická strana Čech a Moravy","Středočeský kraj"
"52","Hyka Drahoslav","60","KSČM","KSČM","pilot","Obříství","208","0,38","-","42","Komunistická strana Čech a Moravy","Středočeský kraj"
"22","Janík Jaromír","50","KSČM","KSČM","dělník","Davle","344","0,63","-","12","Komunistická strana Čech a Moravy","Středočeský kraj"
"62","Jelínek Jaroslav","56","KSČM","KSČM","dělník- seřizovač","Sadská","131","0,23","-","52","Komunistická strana Čech a Moravy","Středočeský kraj"
"8","Jetenský Pavel  Ing.","55","KSČM","KSČM","ekonom","Kostelec nad Černými Lesy","903","1,65","*","8","Komunistická strana Čech a Moravy","Středočeský kraj"
"16","Klán Jan  Bc.","25","KSČM","KSČM","student","Záboří nad Labem","397","0,72","-","6","Komunistická strana Čech a Moravy","Středočeský kraj"
"20","Klasová Jana  RSDr.","62","KSČM","KSČM","podnikatelka","Slaný","546","1,00","-","10","Komunistická strana Čech a Moravy","Středočeský kraj"
"29","Klement Josef","28","KSČM","KSČM","zámečník","Nová Ves","463","0,84","-","19","Komunistická strana Čech a Moravy","Středočeský kraj"
"37","Kohout Václav","30","KSČM","KSČM","prodavač","Lysá nad Labem","229","0,41","-","27","Komunistická strana Čech a Moravy","Středočeský kraj"
"25","Kostková Martina  Mgr.","29","KSČM","BEZPP","právnička","Kladno","638","1,16","-","15","Komunistická strana Čech a Moravy","Středočeský kraj"
"19","Košnar Vladislav  JUDr.","55","KSČM","BEZPP","právník","Tři Dvory","434","0,79","-","9","Komunistická strana Čech a Moravy","Středočeský kraj"
"17","Krejčová Marie","50","KSČM","KSČM","politická pracovnice","Vlašim","317","0,58","-","7","Komunistická strana Čech a Moravy","Středočeský kraj"
"13","Krško Jan  Mgr.","36","KSČM","KSČM","archivář","Lužná","555","1,01","-","3","Komunistická strana Čech a Moravy","Středočeský kraj"
"4","Kudrna Luboš  MVDr.","47","KSČM","KSČM","veterinární lékař","Hostivice","1 199","2,19","*","4","Komunistická strana Čech a Moravy","Středočeský kraj"
"53","Masár Július","60","KSČM","KSČM","politický pracovník","Čelákovice","97","0,17","-","43","Komunistická strana Čech a Moravy","Středočeský kraj"
"2","Milata Zdeněk  Mgr.","28","KSČM","KSČM","vychovatel","Milovice","1 642","3,00","*","2","Komunistická strana Čech a Moravy","Středočeský kraj"
"46","Moucha Vladimír  Ing.","53","KSČM","KSČM","ekonomický poradce","Kladno","341","0,62","-","36","Komunistická strana Čech a Moravy","Středočeský kraj"
"66","Mrkvička Josef","55","KSČM","KSČM","lisař","Žleby","88","0,16","-","56","Komunistická strana Čech a Moravy","Středočeský kraj"
"6","Nekovářová Zuzana","45","KSČM","BEZPP","starostka","Všejany","554","1,01","*","6","Komunistická strana Čech a Moravy","Středočeský kraj"
"38","Pavlíková Kateřina","34","KSČM","KSČM","dělnice","Nové Dvory","354","0,64","-","28","Komunistická strana Čech a Moravy","Středočeský kraj"
"11","Peška Ladislav  RNDr.","50","KSČM","KSČM","ředitel CK","Slaný","707","1,29","-","1","Komunistická strana Čech a Moravy","Středočeský kraj"
"49","Podaná Jana","48","KSČM","KSČM","operátorka","Petrovice I","130","0,23","-","39","Komunistická strana Čech a Moravy","Středočeský kraj"
"68","Pokorný Vladimír","58","KSČM","KSČM","mistr výroby","Kladno","164","0,30","-","58","Komunistická strana Čech a Moravy","Středočeský kraj"
"48","Ryzáková Ilona","46","KSČM","KSČM","vedoucí objektu soc. služeb","Cerhenice","129","0,23","-","38","Komunistická strana Čech a Moravy","Středočeský kraj"
"27","Sarauer Miloš","27","KSČM","BEZPP","počítačový technik","Kolín","364","0,66","-","17","Komunistická strana Čech a Moravy","Středočeský kraj"
"36","Skála Karel","66","KSČM","KSČM","konstruktér","Mladá Boleslav","708","1,29","-","26","Komunistická strana Čech a Moravy","Středočeský kraj"
"21","Slavíček Josef","57","KSČM","KSČM","starosta obce","Choťovice","260","0,47","-","11","Komunistická strana Čech a Moravy","Středočeský kraj"
"65","Spálenka Bohumil","54","KSČM","KSČM","výpravčí ČD","Votice","146","0,26","-","55","Komunistická strana Čech a Moravy","Středočeský kraj"
"61","Stejskal Jiří  RSDr.","54","KSČM","KSČM","obchodní zástupce","Nymburk","132","0,24","-","51","Komunistická strana Čech a Moravy","Středočeský kraj"
"69","Strejcová Marie","59","KSČM","KSČM","úřednice","Beroun","157","0,28","-","59","Komunistická strana Čech a Moravy","Středočeský kraj"
"63","Strnad Ladislav  Doc. Ing. CSc.","66","KSČM","KSČM","VŠ učitel","Beroun","280","0,51","-","53","Komunistická strana Čech a Moravy","Středočeský kraj"
"40","Suchý Tomáš  Ing.","40","KSČM","BEZPP","učitel","Mladá Boleslav","437","0,80","-","30","Komunistická strana Čech a Moravy","Středočeský kraj"
"9","Svoboda Jiří  RSDr.","56","KSČM","KSČM","podnikatel","Příbram","902","1,65","*","9","Komunistická strana Čech a Moravy","Středočeský kraj"
"31","Šedivá Hana","30","KSČM","BEZPP","úřednice","Vysoký Újezd","118","0,21","-","21","Komunistická strana Čech a Moravy","Středočeský kraj"
"33","Škorpík Martin  Ing.","46","KSČM","KSČM","stavební technik","Kolín","396","0,72","-","23","Komunistická strana Čech a Moravy","Středočeský kraj"
"15","Štefek Zdeněk  Ing.","33","KSČM","KSČM","správce PC sítě","Buštěhrad","680","1,24","-","5","Komunistická strana Čech a Moravy","Středočeský kraj"
"56","Truxová Dagmar  Ing. CSc.","63","KSČM","KSČM","odborná referentka","Roztoky","130","0,23","-","46","Komunistická strana Čech a Moravy","Středočeský kraj"
"67","Urbanová Pavlína","56","KSČM","KSČM","zootechnik","Ruda","159","0,29","-","57","Komunistická strana Čech a Moravy","Středočeský kraj"
"34","Václavů Jindřiška  JUDr.","52","KSČM","BEZPP","právník","Zásmuky","207","0,37","-","24","Komunistická strana Čech a Moravy","Středočeský kraj"
"55","Vašák Jan  Prof. Ing. CSc.","62","KSČM","KSČM","vědecký pracovník","Kralupy nad Vltavou","306","0,56","-","45","Komunistická strana Čech a Moravy","Středočeský kraj"
"14","Vojtová Hana  Mgr.","42","KSČM","KSČM","učitelka","Neratovice","629","1,15","-","4","Komunistická strana Čech a Moravy","Středočeský kraj"
"58","Vokolek Luboš","45","KSČM","KSČM","pracovník logistiky","Budiměřice","81","0,14","-","48","Komunistická strana Čech a Moravy","Středočeský kraj"
"1","Vondrášek Josef  Ing.","58","KSČM","BEZPP","starosta","Rožmitál pod Třemšínem","2 845","5,21","*","1","Komunistická strana Čech a Moravy","Středočeský kraj"
"35","Zima Vladislav  Ing.","52","KSČM","KSČM","programátor- analytik","Kunice","74","0,13","-","25","Komunistická strana Čech a Moravy","Středočeský kraj"
"24","Žalud Ladislav  Ing.","67","KSČM","KSČM","chemik","Hořovice","322","0,58","-","14","Komunistická strana Čech a Moravy","Středočeský kraj"
"2","Baborová Vítězslava  Mgr.","54","KSČM","KSČM","učitelka","Radomyšl","1 361","4,18","*","2","Komunistická strana Čech a Moravy","Jihočeský kraj"
"1","Braný Petr  RSDr.","57","KSČM","KSČM","poslanec PS PČR","České Budějovice","2 123","6,53","*","1","Komunistická strana Čech a Moravy","Jihočeský kraj"
"24","Bubeník Jindřich","58","KSČM","KSČM","strojvedoucí","Chýnov","274","0,84","-","14","Komunistická strana Čech a Moravy","Jihočeský kraj"
"47","Cigánek Jiří  Ing.","52","KSČM","KSČM","lesník","Volary","237","0,72","-","37","Komunistická strana Čech a Moravy","Jihočeský kraj"
"6","Dvořák Luboš  JUDr.","51","KSČM","KSČM","nezaměstnaný","Vyšší Brod","480","1,47","*","6","Komunistická strana Čech a Moravy","Jihočeský kraj"
"4","Ebert Václav","34","KSČM","KSČM","živnostník","Tábor","904","2,78","*","4","Komunistická strana Čech a Moravy","Jihočeský kraj"
"11","Filipová Hana","48","KSČM","KSČM","administrativní prac.","Bechyně","270","0,83","-","1","Komunistická strana Čech a Moravy","Jihočeský kraj"
"45","Frýba Eduard  Ing.","56","KSČM","BEZPP","strojní technik","Týn nad Vltavou","152","0,46","-","35","Komunistická strana Čech a Moravy","Jihočeský kraj"
"21","Ginzel Josef","40","KSČM","KSČM","elektromechanik","Loučovice","161","0,49","-","11","Komunistická strana Čech a Moravy","Jihočeský kraj"
"42","Hrbková Olga  Ing.","52","KSČM","KSČM","agronomka","Strmilov","243","0,74","-","32","Komunistická strana Čech a Moravy","Jihočeský kraj"
"15","Hrdličková Miroslava  Ing.","52","KSČM","KSČM","ekologický poradce","Kestřany","225","0,69","-","5","Komunistická strana Čech a Moravy","Jihočeský kraj"
"49","Hrdý Jan","63","KSČM","KSČM","předseda předst. ZD","České Budějovice","145","0,44","-","39","Komunistická strana Čech a Moravy","Jihočeský kraj"
"54","Hrůzová Zdena","59","KSČM","KSČM","pedagog. pracovnice","Prachatice","155","0,47","-","44","Komunistická strana Čech a Moravy","Jihočeský kraj"
"19","Chmel Jan  Ing.","51","KSČM","BEZPP","zemědělský mechanizátor","Lišov","219","0,67","-","9","Komunistická strana Čech a Moravy","Jihočeský kraj"
"27","Jakl Josef","66","KSČM","KSČM","podnikatel","Heřmaň","43","0,13","-","17","Komunistická strana Čech a Moravy","Jihočeský kraj"
"30","Janáček Petr","34","KSČM","KSČM","logistik","Volary","139","0,42","-","20","Komunistická strana Čech a Moravy","Jihočeský kraj"
"13","Jaroš Miroslav  Mgr.","67","KSČM","KSČM","učitel SŠ","Týn nad Vltavou","355","1,09","-","3","Komunistická strana Čech a Moravy","Jihočeský kraj"
"35","Jirousová Taťána  MUDr.","54","KSČM","KSČM","lékařka","Soběslav","1 178","3,62","-","25","Komunistická strana Čech a Moravy","Jihočeský kraj"
"12","Kaloš Josef","61","KSČM","KSČM","místostarosta","Kaplice","372","1,14","-","2","Komunistická strana Čech a Moravy","Jihočeský kraj"
"26","Klouda Vladimír  Ing.","57","KSČM","KSČM","lesník","Prachatice","422","1,29","-","16","Komunistická strana Čech a Moravy","Jihočeský kraj"
"60","Korda František  Ing.","57","KSČM","KSČM","podnikatel","Třeboň","75","0,23","-","50","Komunistická strana Čech a Moravy","Jihočeský kraj"
"58","Kotalík Jiří  RSDr.","55","KSČM","KSČM","jednatel firmy","Milevsko","159","0,48","-","48","Komunistická strana Čech a Moravy","Jihočeský kraj"
"25","Kozáková Jana","54","KSČM","KSČM","vedoucí prodejny","Písek","236","0,72","-","15","Komunistická strana Čech a Moravy","Jihočeský kraj"
"8","Kučera Václav","55","KSČM","KSČM","starosta","Horní Stropnice","664","2,04","*","8","Komunistická strana Čech a Moravy","Jihočeský kraj"
"59","Kučerová Anna","56","KSČM","KSČM","dělnice","České Budějovice","99","0,30","-","49","Komunistická strana Čech a Moravy","Jihočeský kraj"
"22","Leštianský František","58","KSČM","KSČM","vedoucí provozovny","Nové Hrady","160","0,49","-","12","Komunistická strana Čech a Moravy","Jihočeský kraj"
"31","Massař Pavel","25","KSČM","KSČM","dělník","Český Krumlov","244","0,75","-","21","Komunistická strana Čech a Moravy","Jihočeský kraj"
"48","Michalec Jan","63","KSČM","KSČM","starosta","Bavorov","137","0,42","-","38","Komunistická strana Čech a Moravy","Jihočeský kraj"
"23","Míka Stanislav","26","KSČM","BEZPP","dispečer","Jindřichův Hradec","286","0,88","-","13","Komunistická strana Čech a Moravy","Jihočeský kraj"
"40","Mondeková Eva","49","KSČM","KSČM","archivářka","České Budějovice","119","0,36","-","30","Komunistická strana Čech a Moravy","Jihočeský kraj"
"29","Nekovářová Jana","56","KSČM","KSČM","účetní","Sezimovo Ústí","130","0,40","-","19","Komunistická strana Čech a Moravy","Jihočeský kraj"
"10","Nohavová Alena","48","KSČM","KSČM","učitelka MŠ","Třeboň","561","1,72","*","10","Komunistická strana Čech a Moravy","Jihočeský kraj"
"57","Novotná Růžena","57","KSČM","KSČM","dispečerka","Tábor","59","0,18","-","47","Komunistická strana Čech a Moravy","Jihočeský kraj"
"53","Pavliš Josef","56","KSČM","KSČM","ekologický pracovník","České Budějovice","74","0,22","-","43","Komunistická strana Čech a Moravy","Jihočeský kraj"
"39","Pehe Jan","64","KSČM","KSČM","podnikatel","Soběslav","155","0,47","-","29","Komunistická strana Čech a Moravy","Jihočeský kraj"
"51","Perk Lukáš","25","KSČM","KSČM","technik","Český Krumlov","133","0,40","-","41","Komunistická strana Čech a Moravy","Jihočeský kraj"
"43","Píchová Jarmila  PhDr.","50","KSČM","BEZPP","admin. pracovnice","Tábor","109","0,33","-","33","Komunistická strana Čech a Moravy","Jihočeský kraj"
"55","Pluner Jaroslav","58","KSČM","BEZPP","technik","Bechyně","37","0,11","-","45","Komunistická strana Čech a Moravy","Jihočeský kraj"
"5","Počtová Lucie","22","KSČM","BEZPP","studentka","České Budějovice","511","1,57","*","5","Komunistická strana Čech a Moravy","Jihočeský kraj"
"46","Prokeš Stanislav","56","KSČM","KSČM","učitel ZŠ","Slavonice","126","0,38","-","36","Komunistická strana Čech a Moravy","Jihočeský kraj"
"18","Punčochářová Jana","18","KSČM","KSČM","studentka","Sezimovo Ústí","507","1,56","-","8","Komunistická strana Čech a Moravy","Jihočeský kraj"
"36","Rejnart Václav  Ing.","52","KSČM","BEZPP","jednatel","Týn nad Vltavou","136","0,41","-","26","Komunistická strana Čech a Moravy","Jihočeský kraj"
"38","Rod Josef","62","KSČM","BEZPP","starosta","Studená","186","0,57","-","28","Komunistická strana Čech a Moravy","Jihočeský kraj"
"14","Rodinová Hana  Ing.","27","KSČM","BEZPP","studentka","Osek","435","1,33","-","4","Komunistická strana Čech a Moravy","Jihočeský kraj"
"7","Sedláček Stanislav","61","KSČM","KSČM","starosta","Sepekov","607","1,86","*","7","Komunistická strana Čech a Moravy","Jihočeský kraj"
"34","Slanec Josef","54","KSČM","KSČM","prodavač","Písek","183","0,56","-","24","Komunistická strana Čech a Moravy","Jihočeský kraj"
"37","Smeták Václav","64","KSČM","KSČM","politický prac.","Blatná","134","0,41","-","27","Komunistická strana Čech a Moravy","Jihočeský kraj"
"50","Šareš Vladimír","59","KSČM","KSČM","starosta","Dobev","100","0,30","-","40","Komunistická strana Čech a Moravy","Jihočeský kraj"
"32","Šlahúnková Pavla","20","KSČM","BEZPP","studentka","Trhové Sviny","133","0,40","-","22","Komunistická strana Čech a Moravy","Jihočeský kraj"
"16","Štětina Pavel","56","KSČM","KSČM","lesník","Nová Pec","398","1,22","-","6","Komunistická strana Čech a Moravy","Jihočeský kraj"
"56","Troup František","55","KSČM","KSČM","mechanik","Trhové Sviny","45","0,13","-","46","Komunistická strana Čech a Moravy","Jihočeský kraj"
"52","Tříska Jiří  Mgr.","44","KSČM","BEZPP","právník","Jindřichův Hradec","163","0,50","-","42","Komunistická strana Čech a Moravy","Jihočeský kraj"
"44","Urbanová Ivana","39","KSČM","KSČM","admin. pracovnice","Písek","163","0,50","-","34","Komunistická strana Čech a Moravy","Jihočeský kraj"
"9","Velich Ladislav","60","KSČM","KSČM","politický prac.","Prachatice","299","0,92","*","9","Komunistická strana Čech a Moravy","Jihočeský kraj"
"20","Vlk Miroslav  Ing.","56","KSČM","KSČM","technik","Albrechtice nad Vltavou","205","0,63","-","10","Komunistická strana Čech a Moravy","Jihočeský kraj"
"41","Vrzal Mojmír","53","KSČM","KSČM","místostarosta","Malonty","146","0,44","-","31","Komunistická strana Čech a Moravy","Jihočeský kraj"
"33","Vykusová Blanka  Ing. CSc.","50","KSČM","BEZPP","vedoucí pracovník","Vodňany","104","0,32","-","23","Komunistická strana Čech a Moravy","Jihočeský kraj"
"3","Vytiska Tomeš  JUDr.","53","KSČM","KSČM","advokát","Jindřichův Hradec","1 367","4,20","*","3","Komunistická strana Čech a Moravy","Jihočeský kraj"
"17","Zámečníková Jaroslava","53","KSČM","KSČM","ekonomka","Třebětice","168","0,51","-","7","Komunistická strana Čech a Moravy","Jihočeský kraj"
"28","Žec Imrich","56","KSČM","KSČM","elektrikář","České Velenice","135","0,41","-","18","Komunistická strana Čech a Moravy","Jihočeský kraj"
"3","Benediktová Hana","43","KSČM","BEZPP","vrchní sestra","Přeštice","1 037","3,30","*","3","Komunistická strana Čech a Moravy","Plzeňský kraj"
"27","Biharyová Jana","53","KSČM","BEZPP","podnikatelka","Nýřany","86","0,27","-","18","Komunistická strana Čech a Moravy","Plzeňský kraj"
"44","Borský František","62","KSČM","KSČM","starosta obce","Třemešné","133","0,42","-","35","Komunistická strana Čech a Moravy","Plzeňský kraj"
"32","Čadková Marie","57","KSČM","KSČM","starostka obce","Tisová","320","1,02","-","23","Komunistická strana Čech a Moravy","Plzeňský kraj"
"43","Divišová Ivanka","60","KSČM","KSČM","OSVČ","Plzeň","61","0,19","-","34","Komunistická strana Čech a Moravy","Plzeňský kraj"
"46","Fiala Luboš  RSDr.","54","KSČM","KSČM","živnostník","Šťáhlavy","75","0,23","-","37","Komunistická strana Čech a Moravy","Plzeňský kraj"
"20","Hejlová Jitka","45","KSČM","BEZPP","mzdová účetní","Hrádek","172","0,54","-","11","Komunistická strana Čech a Moravy","Plzeňský kraj"
"24","Hlásek František","49","KSČM","KSČM","podnikatel","Plzeň","98","0,31","-","15","Komunistická strana Čech a Moravy","Plzeňský kraj"
"8","Hornofová Zdeňka  RSDr.","61","KSČM","KSČM","asistentka poslankyně PČR","Plzeň","557","1,77","*","8","Komunistická strana Čech a Moravy","Plzeňský kraj"
"19","Hrubá Ivana  Mgr.","50","KSČM","KSČM","učitelka ZŠ","Blovice","543","1,73","-","10","Komunistická strana Čech a Moravy","Plzeňský kraj"
"9","Hrubeš František  RSDr. Mgr.","56","KSČM","KSČM","referent","Plzeň","283","0,90","*","9","Komunistická strana Čech a Moravy","Plzeňský kraj"
"10","Hubka Zdeněk  Ing.","44","KSČM","KSČM","vedoucí výroby","Kralovice","375","1,19","-","1","Komunistická strana Čech a Moravy","Plzeňský kraj"
"18","Janča Emil","61","KSČM","KSČM","vedoucí provozu","Kladruby","506","1,61","-","9","Komunistická strana Čech a Moravy","Plzeňský kraj"
"35","Javorský Miroslav","56","KSČM","KSČM","truhlář - OSVČ","Otov","210","0,66","-","26","Komunistická strana Čech a Moravy","Plzeňský kraj"
"29","Kerpčár Tomáš","55","KSČM","KSČM","podnikatel","Bělá nad Radbuzou","119","0,37","-","20","Komunistická strana Čech a Moravy","Plzeňský kraj"
"21","Kindlmanová Iveta","28","KSČM","BEZPP","prodavačka","Dešenice","227","0,72","-","12","Komunistická strana Čech a Moravy","Plzeňský kraj"
"23","Kopal Vladimír","44","KSČM","KSČM","učitel SŠ","Blovice","241","0,76","-","14","Komunistická strana Čech a Moravy","Plzeňský kraj"
"17","Koutník Jiří","53","KSČM","KSČM","technik","Kout na Šumavě","353","1,12","-","8","Komunistická strana Čech a Moravy","Plzeňský kraj"
"42","Kralovec František","57","KSČM","KSČM","starosta obce","Pňovany","137","0,43","-","33","Komunistická strana Čech a Moravy","Plzeňský kraj"
"47","Kupec Blahoslav","50","KSČM","BEZPP","vedoucí provozu","Stříbro","102","0,32","-","38","Komunistická strana Čech a Moravy","Plzeňský kraj"
"37","Lifka František","58","KSČM","KSČM","elektromechanik","Plzeň","117","0,37","-","28","Komunistická strana Čech a Moravy","Plzeňský kraj"
"7","Lišková Zdeňka  JUDr.","54","KSČM","KSČM","advokátka","Rokycany","1 115","3,55","*","7","Komunistická strana Čech a Moravy","Plzeňský kraj"
"40","Malý Karel","51","KSČM","KSČM","starosta obce","Dnešice","192","0,61","-","31","Komunistická strana Čech a Moravy","Plzeňský kraj"
"22","Merhoutová Hana","51","KSČM","KSČM","dělnice","Líně","190","0,60","-","13","Komunistická strana Čech a Moravy","Plzeňský kraj"
"45","Mudra Jan","63","KSČM","KSČM","hutník","Hrádek","268","0,85","-","36","Komunistická strana Čech a Moravy","Plzeňský kraj"
"33","Mudroch Petr  Ing.","44","KSČM","BEZPP","technik","Rokycany","152","0,48","-","24","Komunistická strana Čech a Moravy","Plzeňský kraj"
"4","Nágrová Alexandra","55","KSČM","KSČM","starostka obce","Hvozd","1 049","3,34","*","4","Komunistická strana Čech a Moravy","Plzeňský kraj"
"14","Niklová Šárka  Mgr.","42","KSČM","KSČM","učitelka ISŠ","Bezděkov","444","1,41","-","5","Komunistická strana Čech a Moravy","Plzeňský kraj"
"2","Podlipský František  JUDr.","58","KSČM","KSČM","právník ČOI","Bor","2 415","7,69","*","2","Komunistická strana Čech a Moravy","Plzeňský kraj"
"25","Pospíšilová Martina","45","KSČM","BEZPP","průvodčí osobních vlaků","Domažlice","239","0,76","-","16","Komunistická strana Čech a Moravy","Plzeňský kraj"
"31","Pyrgalová Jitka","57","KSČM","KSČM","účetní","Plzeň","67","0,21","-","22","Komunistická strana Čech a Moravy","Plzeňský kraj"
"36","Rejfek Jan  RSDr.","55","KSČM","KSČM","starosta městyse","Dešenice","162","0,51","-","27","Komunistická strana Čech a Moravy","Plzeňský kraj"
"34","Smihrodský Václav  Ing.","58","KSČM","KSČM","finanční poradce","Tachov","361","1,15","-","25","Komunistická strana Čech a Moravy","Plzeňský kraj"
"30","Šaufl Petr","44","KSČM","KSČM","sociální pracovník","Rokycany","248","0,79","-","21","Komunistická strana Čech a Moravy","Plzeňský kraj"
"39","Šefl Josef","51","KSČM","KSČM","vedoucí provozu","Dobřany","127","0,40","-","30","Komunistická strana Čech a Moravy","Plzeňský kraj"
"1","Šidlo Karel  Ing.","50","KSČM","KSČM","poslanec PS PČR","Bezděkov","2 056","6,55","*","1","Komunistická strana Čech a Moravy","Plzeňský kraj"
"26","Šimková Jana","45","KSČM","BEZPP","učitelka MŠ","Klatovy","271","0,86","-","17","Komunistická strana Čech a Moravy","Plzeňský kraj"
"13","Škoríková Hana","44","KSČM","BEZPP","účetní","Díly","225","0,71","-","4","Komunistická strana Čech a Moravy","Plzeňský kraj"
"15","Šmíd Josef  Ing.","52","KSČM","BEZPP","podnikatel","Bdeněves","113","0,36","-","6","Komunistická strana Čech a Moravy","Plzeňský kraj"
"5","Štekl Václav  Ing.","32","KSČM","BEZPP","učitel ZŠ","Plzeň","479","1,52","*","5","Komunistická strana Čech a Moravy","Plzeňský kraj"
"11","Švarcbek Josef  RSDr.","53","KSČM","KSČM","revizní technik","Planá","794","2,53","-","2","Komunistická strana Čech a Moravy","Plzeňský kraj"
"28","Vacek Jiří","52","KSČM","KSČM","traktorista","Klatovy","398","1,26","-","19","Komunistická strana Čech a Moravy","Plzeňský kraj"
"6","Váchalová Hana","42","KSČM","BEZPP","administrativní pracovnice","Postřekov","458","1,46","*","6","Komunistická strana Čech a Moravy","Plzeňský kraj"
"49","Valenta Jiří  PhDr. Mgr. et Mgr.","42","KSČM","KSČM","pedagogický pracovník","Plzeň","511","1,62","-","40","Komunistická strana Čech a Moravy","Plzeňský kraj"
"41","Vávra Antonín","54","KSČM","KSČM","strojvedoucí","Horažďovice","234","0,74","-","32","Komunistická strana Čech a Moravy","Plzeňský kraj"
"48","Veselý Jiří","57","KSČM","KSČM","samostatný technik","Město Touškov","76","0,24","-","39","Komunistická strana Čech a Moravy","Plzeňský kraj"
"12","Vild Miroslav","56","KSČM","KSČM","starosta obce","Holoubkov","369","1,17","-","3","Komunistická strana Čech a Moravy","Plzeňský kraj"
"16","Vondryska Vlastimil","56","KSČM","KSČM","vedoucí slévárny","Plzeň","206","0,65","-","7","Komunistická strana Čech a Moravy","Plzeňský kraj"
"38","Zajíček Jiří","55","KSČM","KSČM","podnikatel","Rokycany","189","0,60","-","29","Komunistická strana Čech a Moravy","Plzeňský kraj"
"50","Získal Jaroslav","54","KSČM","KSČM","strojvedoucí","Bělá nad Radbuzou","216","0,68","-","41","Komunistická strana Čech a Moravy","Plzeňský kraj"
