"list_no","name","age","nominate_party","member_party","occupation","residence","abs_votes","pct_votes","rank","mandate","party","region"
"49","Fencl Miroslav","46","S.cz","S.cz","podnikatel","Most","403","1,26","-","42","Severočeši.cz","Ústecký kraj"
"44","Foriš Pavel","52","S.cz","BEZPP","částečný invalidní důchodce","Lkáň","166","0,52","-","37","Severočeši.cz","Ústecký kraj"
"54","Frýba Břetislav  MVDr.","45","S.cz","BEZPP","veterinární lékař","Žatec","562","1,76","-","46","Severočeši.cz","Ústecký kraj"
"39","Hartman Jan  Ing.","50","S.cz","BEZPP","technik","Chomutov","451","1,41","-","32","Severočeši.cz","Ústecký kraj"
"9","Hercík Otta","59","S.cz","NEZ/DEM","podnikatel","Chomutov","221","0,69","-","2","Severočeši.cz","Ústecký kraj"
"20","Herzán Antonín","37","S.cz","S.cz","podnikatel","Jirkov","604","1,89","-","13","Severočeši.cz","Ústecký kraj"
"8","Hlinka Jiří  Ing.","51","S.cz","BEZPP","starosta obce","Osek","575","1,80","-","1","Severočeši.cz","Ústecký kraj"
"22","Honzl Karel","52","S.cz","BEZPP","místostarosta města","Podbořany","222","0,69","-","15","Severočeši.cz","Ústecký kraj"
"11","Horák Pavel  JUDr.","59","S.cz","BEZPP","advokát","Děčín","493","1,54","-","4","Severočeši.cz","Ústecký kraj"
"14","Hylák Miroslav","44","S.cz","S.cz","starosta města","Postoloprty","598","1,87","-","7","Severočeši.cz","Ústecký kraj"
"46","Chmelová Helena  Ing.","53","S.cz","BEZPP","projektantka","Krupka","132","0,41","-","39","Severočeši.cz","Ústecký kraj"
"30","Chovanec Zdeněk","58","S.cz","S.cz","technicko hospodářský pracov.","Ústí nad Labem","202","0,63","-","23","Severočeši.cz","Ústecký kraj"
"60","Jalovecký Josef","64","S.cz","BEZPP","důchodce","Jenčice","118","0,36","-","52","Severočeši.cz","Ústecký kraj"
"1","Jeníčková Hana  JUDr.","59","S.cz","S.cz","náměstkyně primátora","Most","1 766","5,53","*","2","Severočeši.cz","Ústecký kraj"
"42","Kasal Pavel  MUDr.","43","S.cz","BEZPP","lékař","Most","615","1,92","-","35","Severočeši.cz","Ústecký kraj"
"36","Klier Pavel  MVDr.","40","S.cz","BEZPP","veterinární lékař","Jirkov","484","1,51","-","29","Severočeši.cz","Ústecký kraj"
"12","Kozubek Vladimír  Ing.","52","S.cz","SDŽ","technik","Ústí nad Labem","473","1,48","-","5","Severočeši.cz","Ústecký kraj"
"32","Kraft Jiří  RSDr.","56","S.cz","KSČM","revizní technik","Duchcov","193","0,60","-","25","Severočeši.cz","Ústecký kraj"
"33","Landa Jiří","50","S.cz","KDU-ČSL","místostarosta města","Litoměřice","761","2,38","-","26","Severočeši.cz","Ústecký kraj"
"13","Liška Petr  Ing.","38","S.cz","BEZPP","starosta obce","Malé Žernoseky","662","2,07","-","6","Severočeši.cz","Ústecký kraj"
"34","Matouš Zdeněk  Ing.","44","S.cz","BEZPP","místostarosta města","Krupka","279","0,87","-","27","Severočeši.cz","Ústecký kraj"
"41","Mikl Vlastimil","36","S.cz","BEZPP","starosta obce","Vrbice","248","0,77","-","34","Severočeši.cz","Ústecký kraj"
"31","Novák Jiří","54","S.cz","BEZPP","podnikatel","Ústí nad Labem","353","1,10","-","24","Severočeši.cz","Ústecký kraj"
"47","Padrta Aleš  MUDr.","54","S.cz","USZ","primář","Kadaň","335","1,04","-","40","Severočeši.cz","Ústecký kraj"
"48","Pánek Milan  MUDr.","58","S.cz","BEZPP","primář","Děčín","473","1,48","-","41","Severočeši.cz","Ústecký kraj"
"40","Pitín Luboš  Ing.","44","S.cz","S.cz","náměstek primátora","Most","594","1,86","-","33","Severočeši.cz","Ústecký kraj"
"10","Rajčan Pavel","52","S.cz","BEZPP","starosta obce","Modlany","542","1,69","-","3","Severočeši.cz","Ústecký kraj"
"59","Rajniš Josef","56","S.cz","BEZPP","starosta obce","Mnetěš","134","0,41","-","51","Severočeši.cz","Ústecký kraj"
"15","Richtr David  MUDr.","38","S.cz","BEZPP","lékař","Chomutov","817","2,56","-","8","Severočeši.cz","Ústecký kraj"
"28","Rouček Karel","44","S.cz","HNHRM","podnikatel","Krupka","329","1,03","-","21","Severočeši.cz","Ústecký kraj"
"17","Rychecký František","58","S.cz","S.cz","vedoucí inspektor ČIŽP","Velké Žernoseky","244","0,76","-","10","Severočeši.cz","Ústecký kraj"
"2","Seifert Josef  Mgr.","60","S.cz","BEZPP","starosta obce","Třebívlice","992","3,10","*","3","Severočeši.cz","Ústecký kraj"
"6","Schwarz Bronislav  Ing.","42","S.cz","BEZPP","ředitel městské policie","Lom","2 048","6,41","*","7","Severočeši.cz","Ústecký kraj"
"4","Stehlík Stanislav  Ing.","48","S.cz","USZ","místostarosta města","Klášterec nad Ohří","724","2,26","*","5","Severočeši.cz","Ústecký kraj"
"51","Šimák Zbyněk","46","S.cz","BEZPP","vedoucí sportovních zařízení","Varnsdorf","192","0,60","-","43","Severočeši.cz","Ústecký kraj"
"43","Škobis Josef","61","S.cz","BEZPP","starosta obce","Slatina","131","0,41","-","36","Severočeši.cz","Ústecký kraj"
"21","Štembera Saša  MUDr.","58","S.cz","BEZPP","primář","Litvínov","1 000","3,13","-","14","Severočeši.cz","Ústecký kraj"
"16","Toman Jan","47","S.cz","USZ","jednatel společnosti","Kadaň","183","0,57","-","9","Severočeši.cz","Ústecký kraj"
"37","Tvrdý Josef","56","S.cz","NEZ/DEM","předseda bytového družstva","Kadaň","97","0,30","-","30","Severočeši.cz","Ústecký kraj"
"29","Tyl Václav","61","S.cz","BEZPP","starosta obce","Vědomice","329","1,03","-","22","Severočeši.cz","Ústecký kraj"
"18","Vacková Alena","52","S.cz","BEZPP","starostka obce","Žalhostice","402","1,25","-","11","Severočeši.cz","Ústecký kraj"
"35","Vlček Jiří","35","S.cz","S.cz","podnikatel","Osek","187","0,58","-","28","Severočeši.cz","Ústecký kraj"
"5","Vokatý Zdeněk  Ing.","54","S.cz","KDU-ČSL","starosta obce","Křimov","765","2,39","*","6","Severočeši.cz","Ústecký kraj"
"50","Zelenka Jiří  Ing.","52","S.cz","S.cz","podnikatel","Most","3 341","10,47","*","1","Severočeši.cz","Ústecký kraj"
"23","Žďárský Jiří","41","S.cz","BEZPP","předseda tělovýchovné jednoty","Varnsdorf","251","0,78","-","16","Severočeši.cz","Ústecký kraj"
"41","Baláš Josef  Ing. Ph.D.","35","KDU-ČSL","KDU-ČSL","technolog masné výroby","Polička","189","0,58","-","32","Koalice pro Pardubický kraj","Pardubický kraj"
"38","Blažek Josef","56","SNK ED","BEZPP","výrobní náměstek, starosta","Svinčany","62","0,19","-","29","Koalice pro Pardubický kraj","Pardubický kraj"
"46","Brendl František","32","SNK ED","SNK ED","marketingový pracovník","Pardubice","140","0,43","-","37","Koalice pro Pardubický kraj","Pardubický kraj"
"5","Brýdl Jiří  Mgr.","63","KDU-ČSL","KDU-ČSL","starosta","Svitavy","1 718","5,33","*","5","Koalice pro Pardubický kraj","Pardubický kraj"
"48","Černý Jiří","43","KDU-ČSL","KDU-ČSL","zedník","Sloupnice","109","0,33","-","39","Koalice pro Pardubický kraj","Pardubický kraj"
"20","Dejdarová Lenka  MUDr.","39","Nestran.","Nestran.","lékařka","Vysoké Mýto","561","1,74","-","11","Koalice pro Pardubický kraj","Pardubický kraj"
"42","Eliáš Pavel","34","Nestran.","BEZPP","starosta","České Heřmanice","162","0,50","-","33","Koalice pro Pardubický kraj","Pardubický kraj"
"4","Fraňková Štěpánka  MUDr.","43","SNK ED","SNK ED","náměstkyně primátora","Pardubice","2 080","6,45","*","4","Koalice pro Pardubický kraj","Pardubický kraj"
"39","Gorun Petr  MUDr.","47","KDU-ČSL","BEZPP","vedoucí lékař dialyzačního stř","Ústí nad Orlicí","278","0,86","-","30","Koalice pro Pardubický kraj","Pardubický kraj"
"30","Hlaváčová Klára  Mgr.","30","SNK ED","BEZPP","dětská psycholožka","Pardubice","371","1,15","-","21","Koalice pro Pardubický kraj","Pardubický kraj"
"25","Hrubý Dag  RNDr.","60","Nestran.","BEZPP","ředitel gymnázia","Jevíčko","311","0,96","-","16","Koalice pro Pardubický kraj","Pardubický kraj"
"26","Hubáčková Naděžda","60","Nestran.","BEZPP","starostka","Rybitví","119","0,36","-","17","Koalice pro Pardubický kraj","Pardubický kraj"
"18","Jeník Ivan  MVDr.","46","SNK ED","BEZPP","starosta, veterinární lékař","Slatiňany","651","2,02","-","9","Koalice pro Pardubický kraj","Pardubický kraj"
"7","Jílek Josef  Ing.","44","KDU-ČSL","KDU-ČSL","obchodní manažer","Moravská Třebová","494","1,53","*","7","Koalice pro Pardubický kraj","Pardubický kraj"
"49","Jiráňová Jana  Ing.","45","Nestran.","BEZPP","starostka","Srch","101","0,31","-","40","Koalice pro Pardubický kraj","Pardubický kraj"
"32","Jirešová Jiřina  MUDr.","55","Nestran.","BEZPP","lékařka","Žamberk","323","1,00","-","23","Koalice pro Pardubický kraj","Pardubický kraj"
"37","Junek Jiří  Mgr.","34","KDU-ČSL","BEZPP","ředitel muzea","Vysoké Mýto","135","0,41","-","28","Koalice pro Pardubický kraj","Pardubický kraj"
"50","Kašpar Radomil","43","KDU-ČSL","KDU-ČSL","ředitel ZUŠ B. Smetany","Litomyšl","318","0,98","-","41","Koalice pro Pardubický kraj","Pardubický kraj"
"29","Kladivo Josef  Ing.","53","Nestran.","BEZPP","starosta","Dolní Újezd","383","1,18","-","20","Koalice pro Pardubický kraj","Pardubický kraj"
"23","Kokeš Přemysl  MgA.","31","Nestran.","BEZPP","architekt","Lanškroun","205","0,63","-","14","Koalice pro Pardubický kraj","Pardubický kraj"
"19","Kumstýřová Zdenka  Ing.","39","KDU-ČSL","KDU-ČSL","ředitelka charity","Přelouč","352","1,09","-","10","Koalice pro Pardubický kraj","Pardubický kraj"
"1","Línek Roman  Ing.","45","KDU-ČSL","KDU-ČSL","vicehejtman","Pardubice","5 559","17,25","*","1","Koalice pro Pardubický kraj","Pardubický kraj"
"21","Lišková Ludmila","48","KDU-ČSL","KDU-ČSL","starostka","Staré Město","198","0,61","-","12","Koalice pro Pardubický kraj","Pardubický kraj"
"16","Ludwig Miroslav  prof. Ing. CSc.","52","SNK ED","BEZPP","prorektor,vysokoškolský učitel","Pardubice","1 264","3,92","-","7","Koalice pro Pardubický kraj","Pardubický kraj"
"2","Macela Miloslav  Bc.","38","KDU-ČSL","KDU-ČSL","krajský radní","Chrudim","2 097","6,50","*","3","Koalice pro Pardubický kraj","Pardubický kraj"
"40","Neudert Jan  Mgr.","34","KDU-ČSL","KDU-ČSL","zástupce ředitele ZŠ","Bystré","157","0,48","-","31","Koalice pro Pardubický kraj","Pardubický kraj"
"27","Novák Martin  Ing.","42","Nestran.","BEZPP","starosta","Proseč","219","0,67","-","18","Koalice pro Pardubický kraj","Pardubický kraj"
"24","Peca Stanislav  Mgr.","61","SNK ED","SNK ED","starosta","Třemošnice","245","0,76","-","15","Koalice pro Pardubický kraj","Pardubický kraj"
"45","Peřinová Drahomíra  MUDr.","55","KDU-ČSL","BEZPP","ředitelka Dětského centraVeská","Pardubice","588","1,82","-","36","Koalice pro Pardubický kraj","Pardubický kraj"
"47","Peška Lukáš  Mgr.","33","KDU-ČSL","BEZPP","obchodní zástupce","Holice","42","0,13","-","38","Koalice pro Pardubický kraj","Pardubický kraj"
"43","Petráň Miroslav  Ing. arch.","57","SNK ED","SNK ED","architekt","Pardubice","457","1,41","-","34","Koalice pro Pardubický kraj","Pardubický kraj"
"13","Pomikálek Jiří  Ing.","41","KDU-ČSL","KDU-ČSL","asist. senátorky,místostarosta","Nekoř","726","2,25","-","4","Koalice pro Pardubický kraj","Pardubický kraj"
"28","Ponocná Jana","53","Nestran.","BEZPP","starostka","Králíky","288","0,89","-","19","Koalice pro Pardubický kraj","Pardubický kraj"
"9","Rybová Věra  MUDr.","48","Nestran.","Nestran.","soukromá lékařka","Choceň","624","1,93","*","9","Koalice pro Pardubický kraj","Pardubický kraj"
"8","Řezníček Petr  Mgr.","57","SNK ED","SNK ED","1. místostarosta","Chrudim","1 222","3,79","*","8","Koalice pro Pardubický kraj","Pardubický kraj"
"44","Sezemská Marcela  Mgr.","60","Nestran.","Nestran.","středošk. uč., místostarostka","Svitavy","236","0,73","-","35","Koalice pro Pardubický kraj","Pardubický kraj"
"12","Skalický Jiří  PharmDr.","54","SNK ED","BEZPP","primář krajské nemocnice","Pardubice","1 889","5,86","-","3","Koalice pro Pardubický kraj","Pardubický kraj"
"31","Starý Pavel  Ing.","43","KDU-ČSL","KDU-ČSL","lesník","Běstvina","240","0,74","-","22","Koalice pro Pardubický kraj","Pardubický kraj"
"10","Šafář David  Mgr.","36","KDU-ČSL","KDU-ČSL","zástupce ředitele ZŠ","Polička","635","1,97","-","1","Koalice pro Pardubický kraj","Pardubický kraj"
"35","Šebrle Jan  Ing.","55","KDU-ČSL","KDU-ČSL","místostarosta","Lanškroun","282","0,87","-","26","Koalice pro Pardubický kraj","Pardubický kraj"
"3","Šilar Petr  Ing.","52","KDU-ČSL","KDU-ČSL","krajský radní","Letohrad","3 507","10,88","*","2","Koalice pro Pardubický kraj","Pardubický kraj"
"11","Šotola Pavel  Ing.","37","KDU-ČSL","KDU-ČSL","místostarosta","Hlinsko","963","2,98","-","2","Koalice pro Pardubický kraj","Pardubický kraj"
"22","Tomšů Jana  Bc.","44","KDU-ČSL","KDU-ČSL","ředitelka LDN Rybitví","Pardubice","426","1,32","-","13","Koalice pro Pardubický kraj","Pardubický kraj"
"34","Tóth Ladislav  Ing.","46","KDU-ČSL","KDU-ČSL","vedoucí autodopravy","Králíky","169","0,52","-","25","Koalice pro Pardubický kraj","Pardubický kraj"
"14","Výborný Marek  Mgr.","32","KDU-ČSL","KDU-ČSL","učitel gymnázia","Heřmanův Městec","1 466","4,55","-","5","Koalice pro Pardubický kraj","Pardubický kraj"
"15","Vylíčil Libor  MUDr.","50","Nestran.","BEZPP","ředitel nemocnice","Litomyšl","852","2,64","-","6","Koalice pro Pardubický kraj","Pardubický kraj"
"17","Wágner Miroslav","51","Nestran.","BEZPP","starosta","Jablonné nad Orlicí","703","2,18","-","8","Koalice pro Pardubický kraj","Pardubický kraj"
"33","Weisbauer František  Ing.","45","KDU-ČSL","KDU-ČSL","ekolog","Pardubice","320","0,99","-","24","Koalice pro Pardubický kraj","Pardubický kraj"
"6","Zedník Jaroslav","46","Nestran.","BEZPP","starosta","Česká Třebová","1 516","4,70","*","6","Koalice pro Pardubický kraj","Pardubický kraj"
"36","Zeman Radek","31","Nestran.","Nestran.","tajemník města","Luže","36","0,11","-","27","Koalice pro Pardubický kraj","Pardubický kraj"
"39","Bartošek Jan  Ing.","36","KDU-ČSL","KDU-ČSL","ved. centra léčby drog.závisl.","Studená","143","1,00","-","35","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"12","Benda Pavel","42","KDU-ČSL","KDU-ČSL","stavební technik","Sepekov","206","1,45","-","8","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"18","Bezecný Zdeněk  Mgr. Ph.D.","36","KDU-ČSL","KDU-ČSL","vysokoškolský pedagog","České Budějovice","213","1,50","-","14","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"32","Bláha František   DiS.","29","KDU-ČSL","KDU-ČSL","vedoucí stavebního závodu","Velešín","78","0,55","-","28","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"37","Bláhovec Josef","58","KDU-ČSL","KDU-ČSL","starosta","Malenice","225","1,58","-","33","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"23","Blaščák Viktor  Ing.","60","KDU-ČSL","BEZPP","lesní správce","Vodňany","194","1,36","-","19","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"44","Brabcová Jana","34","KDU-ČSL","BEZPP","ošetřovatelka","Stachy","81","0,57","-","40","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"54","Bumerl Milan  Ing. CSc.","52","KDU-ČSL","BEZPP","učitel","Veselí nad Lužnicí","73","0,51","-","50","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"45","Čech Radek  Mgr. Ing.","35","KDU-ČSL","KDU-ČSL","systémový specialista ČD","Tábor","49","0,34","-","41","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"38","Čechová Vladimíra","35","KDU-ČSL","KDU-ČSL","ekonomka","Staré Hodějovice","29","0,20","-","34","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"36","Dvořák Zdeněk  Mgr.","54","KDU-ČSL","KDU-ČSL","ředitel Biskupského gymnázia","Dubné","241","1,70","-","32","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"4","Franěk Jaroslav","56","KDU-ČSL","KDU-ČSL","starosta","Holubov","519","3,66","*","4","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"55","Franta Lukáš  Ing. Bc.","28","KDU-ČSL","KDU-ČSL","vědecký pracovník ČVUT","Český Krumlov","87","0,61","-","51","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"27","Fučík Václav","63","KDU-ČSL","KDU-ČSL","starosta","Borek","94","0,66","-","23","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"43","Fürst Karel","62","KDU-ČSL","KDU-ČSL","starosta","Majdalena","232","1,63","-","39","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"35","Honsa Ladislav  Ing.","47","KDU-ČSL","KDU-ČSL","ředitel střední školy","Bechyně","87","0,61","-","31","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"16","Houdek Jiří  Ing.","51","KDU-ČSL","KDU-ČSL","man. pro kom. a nezisk.sek. ČS","Třeboň","287","2,02","-","12","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"3","Hrdinová Marie  Ing. Bc.","40","KDU-ČSL","KDU-ČSL","člen Rady JČ kraje","Mirovice","765","5,39","*","3","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"41","Jouja Josef","53","KDU-ČSL","KDU-ČSL","podnikatel","Horosedly","39","0,27","-","37","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"19","Kadlčík Vojtěch  RNDr.","61","KDU-ČSL","KDU-ČSL","ředitel gymnázia","Sezimovo Ústí","207","1,46","-","15","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"28","Kadlec Jan  Ing.","51","KDU-ČSL","KDU-ČSL","ekonom","České Budějovice","34","0,23","-","24","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"53","Knotová Alena","48","KDU-ČSL","BEZPP","rehabilitační pracovnice","Milevsko","63","0,44","-","49","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"13","Kopáček František","65","KDU-ČSL","KDU-ČSL","starosta","Sedlice","190","1,34","-","9","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"10","Korchová Veronika","40","KDU-ČSL","KDU-ČSL","starostka","Benešov nad Černou","315","2,22","-","6","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"29","Kostohryz Josef  Ing.","59","KDU-ČSL","BEZPP","středoškolský učitel","Písek","112","0,79","-","25","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"49","Kučera Ondřej","35","KDU-ČSL","KDU-ČSL","programátor","Jindřichův Hradec","31","0,21","-","45","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"22","Kudláčková Božena","45","KDU-ČSL","KDU-ČSL","starostka","Dubné","141","0,99","-","18","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"21","Linha Jindřich","52","KDU-ČSL","KDU-ČSL","ředitel Oblastní charity","Písek","139","0,98","-","17","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"42","Mach Radek  Bc.","35","KDU-ČSL","KDU-ČSL","ekonomický ředitel","České Budějovice","19","0,13","-","38","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"47","Malík Jan","70","KDU-ČSL","KDU-ČSL","před. sp. pro obn. ven. JČ kr.","Horní Stropnice","115","0,81","-","43","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"20","Malík Stanislav  PhDr.","59","KDU-ČSL","KDU-ČSL","starosta","Borovany","668","4,71","-","16","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"33","Mašková Stanislava","53","KDU-ČSL","BEZPP","starostka","Lnáře","110","0,77","-","29","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"6","Matějka Karel  Ing.","44","KDU-ČSL","BEZPP","starosta","Strunkovice nad Blanicí","354","2,49","-","2","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"11","Matějů Václav  Ing.","33","KDU-ČSL","KDU-ČSL","místostarosta","Veselí nad Lužnicí","275","1,94","-","7","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"2","Netík Jiří","58","KDU-ČSL","KDU-ČSL","člen Rady JČ kraje","Týn nad Vltavou","1 198","8,45","*","2","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"8","Novák Josef  MVDr.","55","KDU-ČSL","KDU-ČSL","veterinární lékař","Studená","380","2,68","-","4","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"51","Ouška Jan","62","KDU-ČSL","KDU-ČSL","ředitel DSO vodovod Hamr","Třeboň","72","0,50","-","47","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"1","Pavelka Vladimír  MUDr.","60","KDU-ČSL","KDU-ČSL","náměstek hejtmana JČ kraje","Strakonice","997","7,03","*","1","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"17","Petr Petr  Doc. MUDr. Ph.D.","60","KDU-ČSL","KDU-ČSL","lékař internista","České Budějovice","508","3,58","-","13","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"26","Pokorný Pavel  Ing.","54","KDU-ČSL","KDU-ČSL","podnikatel","České Budějovice","45","0,31","-","22","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"14","Říha Ivan  MUDr.","68","KDU-ČSL","BEZPP","lékař","Prachatice","201","1,41","-","10","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"24","Šabatka Jiří  Mgr.","61","KDU-ČSL","KDU-ČSL","starosta","Dobrá Voda u Českých Budějovic","117","0,82","-","20","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"9","Šamal Vladimír  Ing.","42","KDU-ČSL","KDU-ČSL","vedoucí provozu PK MONT","Kunžak","198","1,39","-","5","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"40","Šimek Miroslav  Mgr. Ing.","42","KDU-ČSL","KDU-ČSL","vedoucí okr. pozemkového fondu","České Budějovice","109","0,76","-","36","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"34","Štanglová Marie  Ing.","47","KDU-ČSL","KDU-ČSL","péče o rodinu","Nové Hrady","118","0,83","-","30","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"25","Štemberková Růžena  Mgr.","31","KDU-ČSL","BEZPP","vedoucí odboru MÚ","Prachatice","116","0,81","-","21","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"52","Talíř Pavel","42","KDU-ČSL","KDU-ČSL","předseda předst. ZD Netřebice","Kaplice","98","0,69","-","48","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"30","Třebín Milan  Ing.","41","KDU-ČSL","BEZPP","starosta","Rudolfov","147","1,03","-","26","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"48","Varaus Petr","53","KDU-ČSL","KDU-ČSL","stavitel","Vlachovo Březí","88","0,62","-","44","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"31","Vlasák Miroslav  MUDr.","60","KDU-ČSL","KDU-ČSL","vedoucí lékař ZSS","Jindřichův Hradec","215","1,51","-","27","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"7","Vodička Rudolf  Mgr.","48","KDU-ČSL","KDU-ČSL","náměstek primátora","České Budějovice","705","4,97","-","3","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"50","Vrba Lubomír  Mgr.","54","KDU-ČSL","KDU-ČSL","učitel","Písek","42","0,29","-","46","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"15","Zasadil Jan  Ing.","51","KDU-ČSL","KDU-ČSL","lesní správce","Hluboká nad Vltavou","470","3,31","-","11","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"46","Zíka Miroslav","41","KDU-ČSL","KDU-ČSL","starosta","Přeštěnice","68","0,47","-","42","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"5","Zrzavecký František","59","KDU-ČSL","KDU-ČSL","cenový pracovník UZSVM","Chotoviny","401","2,82","-","1","Křesťanská a demokratická unie - Československá strana lidová","Jihočeský kraj"
"11","Bárta Ladislav  Bc.","38","KDU-ČSL","KDU-ČSL","projektový manažer","Žďár nad Sázavou","359","1,83","-","6","Křesťanská a demokratická unie - Československá strana lidová","Vysočina"
"6","Bradáč František  Ing.","52","KDU-ČSL","KDU-ČSL","starosta města Velké Meziříčí","Velké Meziříčí","1 063","5,44","-","1","Křesťanská a demokratická unie - Československá strana lidová","Vysočina"
"39","Brhelová Stanislava  MUDr.","58","KDU-ČSL","KDU-ČSL","praktická lékařka","Světlá nad Sázavou","228","1,16","-","34","Křesťanská a demokratická unie - Československá strana lidová","Vysočina"
"45","Čekal František  Ing. arch.","29","KDU-ČSL","KDU-ČSL","architekt","Pelhřimov","60","0,30","-","40","Křesťanská a demokratická unie - Československá strana lidová","Vysočina"
"33","Dvořáček Martin","36","KDU-ČSL","KDU-ČSL","konstruktér","Bítovčice","140","0,71","-","28","Křesťanská a demokratická unie - Československá strana lidová","Vysočina"
"46","Fabík Josef","55","KDU-ČSL","KDU-ČSL","starosta obce Radostín n. Osl.","Radostín nad Oslavou","214","1,09","-","41","Křesťanská a demokratická unie - Československá strana lidová","Vysočina"
"37","Hadraba Stanislav","34","KDU-ČSL","KDU-ČSL","elektrikář","Hrotovice","150","0,76","-","32","Křesťanská a demokratická unie - Československá strana lidová","Vysočina"
"19","Havlíček Jiří  Mgr.","51","KDU-ČSL","KDU-ČSL","starosta městyse Krucemburk","Krucemburk","132","0,67","-","14","Křesťanská a demokratická unie - Československá strana lidová","Vysočina"
"8","Holub Antonín","60","KDU-ČSL","KDU-ČSL","krajský tajemník KDU-ČSL","Jihlava","446","2,28","-","3","Křesťanská a demokratická unie - Československá strana lidová","Vysočina"
"5","Houška Miroslav  Ing.","49","KDU-ČSL","KDU-ČSL","radní kraje Vysočina","Častrov","1 125","5,75","*","5","Křesťanská a demokratická unie - Československá strana lidová","Vysočina"
"7","Hrubý Jaroslav  Ing.","40","KDU-ČSL","KDU-ČSL","chemik","Náměšť nad Oslavou","408","2,08","-","2","Křesťanská a demokratická unie - Československá strana lidová","Vysočina"
"2","Hulák Jaroslav","55","KDU-ČSL","KDU-ČSL","radní kraje Vysočina","Žďár nad Sázavou","883","4,52","*","2","Křesťanská a demokratická unie - Československá strana lidová","Vysočina"
"13","Hynk Vladislav  Ing.","35","KDU-ČSL","KDU-ČSL","místostarosta města Třešť","Třešť","323","1,65","-","8","Křesťanská a demokratická unie - Československá strana lidová","Vysočina"
"49","Jajtnerová Ludmila","60","KDU-ČSL","KDU-ČSL","důchodkyně","Přibyslav","108","0,55","-","44","Křesťanská a demokratická unie - Československá strana lidová","Vysočina"
